relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000001,201000543,201000544,801000001,500,g,
R_000002,201000543,201000545,801000001,100,g,
R_000003,201000543,201000546,801000001,3,个,
R_000004,201000543,201000547,801000001,10-20,ml,
R_000005,201000543,201000548,801000001,6,g,
R_000006,201000543,201000549,801000003,,,1.0
R_000007,201000543,201000550,801000003,,,2.0
R_000008,201000543,201000551,801000003,,,3.0
R_000009,201000543,201000552,801000003,,,4.0
R_000010,201000543,201000553,801000003,,,5.0
R_000011,201000543,201000554,801000003,,,6.0
R_000012,201000543,201000555,801000003,,,7.0
R_000013,201000543,201000556,801000003,,,8.0
R_000014,201000543,201000557,801000003,,,9.0
R_000015,201000543,710000000,801000004,,,
R_000016,201000543,620000000,801000005,,,
R_000017,201000558,201000559,801000001,1,个,
R_000018,201000558,201000560,801000001,100-150,ml,
R_000019,201000558,201000561,801000001,5-10,g,
R_000020,201000558,201000562,801000001,1-2,g,
R_000021,201000558,201000563,801000003,,,1.0
R_000022,201000558,201000564,801000003,,,2.0
R_000023,201000558,201000565,801000003,,,3.0
R_000024,201000558,201000566,801000003,,,4.0
R_000025,201000558,201000567,801000003,,,5.0
R_000026,201000558,201000568,801000003,,,6.0
R_000027,201000558,710000000,801000004,,,
R_000028,201000558,610000000,801000005,,,
R_000029,201000569,201000570,801000001,2,个,
R_000030,201000569,201000571,801000001,300,ml,
R_000031,201000569,201000572,801000001,30,g,
R_000032,201000569,201000573,801000001,120,g,
R_000033,201000569,201000574,801000001,100,ml,
R_000034,201000569,201000575,801000001,5,g,
R_000035,201000569,201000576,801000003,,,1.0
R_000036,201000569,201000577,801000003,,,2.0
R_000037,201000569,201000578,801000003,,,3.0
R_000038,201000569,201000579,801000003,,,4.0
R_000039,201000569,201000580,801000003,,,5.0
R_000040,201000569,201000581,801000003,,,6.0
R_000041,201000569,710000000,801000004,,,
R_000042,201000569,630000000,801000005,,,
R_000043,201000582,201000583,801000001,20,g,
R_000044,201000582,201000584,801000001,120,g,
R_000045,201000582,201000585,801000001,2-3,个,
