relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000001,201000864,201000865,801000001,200,g,
R_000002,201000864,201000866,801000001,25,毫升,
R_000003,201000864,201000867,801000001,5,克,
R_000004,201000864,201000868,801000001,20,g,
R_000005,201000864,201000869,801000001,3.5,瓣,
R_000006,201000864,201000870,801000001,2,克,
R_000007,201000864,201000871,801000001,1.25,克,
R_000008,201000864,201000872,801000003,,,1.0
R_000009,201000864,201000873,801000003,,,2.0
R_000010,201000864,201000874,801000003,,,3.0
R_000011,201000864,201000875,801000003,,,4.0
R_000012,201000864,201000876,801000003,,,5.0
R_000013,201000864,201000877,801000003,,,6.0
R_000014,201000864,201000878,801000003,,,7.0
R_000015,201000864,201000879,801000003,,,8.0
R_000016,201000864,201000880,801000003,,,9.0
R_000017,201000864,201000881,801000003,,,10.0
R_000018,201000864,201000882,801000003,,,11.0
R_000019,201000864,710000000,801000004,,,
R_000020,201000864,630000000,801000005,,,
R_000021,201000883,201000884,801000001,1,段,
R_000022,201000883,201000885,801000001,1-2,根,
R_000023,201000883,201000886,801000001,1,段,
R_000024,201000883,201000887,801000001,30,ml,
R_000025,201000883,201000888,801000001,15,ml,
R_000026,201000883,201000889,801000001,15,ml,
R_000027,201000883,201000890,801000001,10-15,ml,
R_000028,201000883,201000891,801000003,,,1.0
R_000029,201000883,201000892,801000003,,,2.0
R_000030,201000883,201000893,801000003,,,3.0
R_000031,201000883,201000894,801000003,,,4.0
R_000032,201000883,201000895,801000003,,,5.0
R_000033,201000883,201000896,801000003,,,6.0
R_000034,201000883,201000897,801000003,,,7.0
R_000035,201000883,201000898,801000003,,,8.0
R_000036,201000883,201000899,801000003,,,9.0
R_000037,201000883,710000000,801000004,,,
R_000038,201000883,630000000,801000005,,,
R_000039,201000900,201000901,801000001,5,个,
R_000040,201000900,201000902,801000001,3,瓣,
R_000041,201000900,201000903,801000001,20,ml,
R_000042,201000900,201000904,801000001,15,g,
R_000043,201000900,201000905,801000001,15,ml,
R_000044,201000900,201000906,801000001,15,ml,
R_000045,201000900,201000907,801000001,4,g,
R_000046,201000900,201000908,801000003,,,1.0
R_000047,201000900,201000909,801000003,,,2.0
R_000048,201000900,201000910,801000003,,,3.0
R_000049,201000900,201000911,801000003,,,4.0
R_000050,201000900,201000912,801000003,,,5.0
R_000051,201000900,201000913,801000003,,,6.0
R_000052,201000900,201000914,801000003,,,7.0
R_000053,201000900,201000915,801000003,,,8.0
R_000054,201000900,201000916,801000003,,,9.0
R_000055,201000900,710000000,801000004,,,
R_000056,201000900,630000000,801000005,,,
R_000057,201000917,201000918,801000001,350,g,
R_000058,201000917,201000919,801000001,2,个,
R_000059,201000917,201000920,801000001,15,ml,
R_000060,201000917,201000921,801000001,5,g,
R_000061,201000917,201000922,801000003,,,1.0
R_000062,201000917,201000923,801000003,,,2.0
R_000063,201000917,201000924,801000003,,,3.0
R_000064,201000917,201000925,801000003,,,4.0
R_000065,201000917,201000926,801000003,,,5.0
R_000066,201000917,201000927,801000003,,,6.0
R_000067,201000917,201000928,801000003,,,7.0
R_000068,201000917,201000929,801000003,,,8.0
R_000069,201000917,710000000,801000004,,,
R_000070,201000917,620000000,801000005,,,
R_000071,201000930,201000931,801000001,220,g,
R_000072,201000930,201000932,801000001,100,g,
R_000073,201000930,201000933,801000001,20,g,
R_000074,201000930,201000934,801000001,10,g,
R_000075,201000930,201000935,801000001,10,g,
R_000076,201000930,201000936,801000003,,,1.0
R_000077,201000930,201000937,801000003,,,2.0
R_000078,201000930,201000938,801000003,,,3.0
R_000079,201000930,201000939,801000003,,,4.0
R_000080,201000930,201000940,801000003,,,5.0
R_000081,201000930,201000941,801000003,,,6.0
R_000082,201000930,201000942,801000003,,,7.0
R_000083,201000930,201000943,801000003,,,8.0
R_000084,201000930,201000944,801000003,,,9.0
R_000085,201000930,201000945,801000003,,,10.0
R_000086,201000930,201000946,801000003,,,11.0
R_000087,201000930,710000000,801000004,,,
R_000088,201000930,630000000,801000005,,,
R_000089,201000947,201000948,801000001,250,g,
R_000090,201000947,201000949,801000001,10,g,
R_000091,201000947,201000950,801000001,5,g,
R_000092,201000947,201000951,801000001,5,g,
R_000093,201000947,201000952,801000001,5,g,
R_000094,201000947,201000953,801000001,3,g,
R_000095,201000947,201000954,801000001,100,g,
R_000096,201000947,201000955,801000001,四五瓣,,
R_000097,201000947,201000956,801000001,一两根,,
R_000098,201000947,201000957,801000001,少许,,
R_000099,201000947,201000958,801000001,少许,,
R_000100,201000947,201000959,801000003,,,1.0
R_000101,201000947,201000960,801000003,,,2.0
R_000102,201000947,201000961,801000003,,,3.0
R_000103,201000947,201000962,801000003,,,4.0
R_000104,201000947,201000963,801000003,,,5.0
R_000105,201000947,201000964,801000003,,,6.0
R_000106,201000947,201000965,801000003,,,7.0
R_000107,201000947,710000000,801000004,,,
R_000108,201000947,620000000,801000005,,,
R_000109,201000966,201000967,801000001,200,g,
R_000110,201000966,201000968,801000001,20,g,
R_000111,201000966,201000969,801000003,,,1.0
R_000112,201000966,201000970,801000003,,,2.0
R_000113,201000966,201000971,801000003,,,3.0
R_000114,201000966,201000972,801000003,,,4.0
R_000115,201000966,201000973,801000003,,,5.0
R_000116,201000966,201000974,801000003,,,6.0
R_000117,201000966,201000975,801000003,,,7.0
R_000118,201000966,201000976,801000003,,,8.0
R_000119,201000966,710000000,801000004,,,
R_000120,201000966,620000000,801000005,,,
R_000121,201000977,201000978,801000001,2,个,
R_000122,201000977,201000979,801000001,50,g,
R_000123,201000977,201000980,801000001,50,ml,
R_000124,201000977,201000981,801000001,2,g,
R_000125,201000977,201000982,801000001,0.5,根,
R_000126,201000977,201000983,801000001,2,ml,
R_000127,201000977,201000984,801000003,,,1.0
R_000128,201000977,201000985,801000003,,,2.0
R_000129,201000977,201000986,801000003,,,3.0
R_000130,201000977,710000000,801000004,,,
R_000131,201000977,620000000,801000005,,,
R_000132,201000987,201000988,801000001,1.2,包,
R_000133,201000987,201000989,801000001,1.4,个,
R_000134,201000987,201000990,801000001,2.8,克,
R_000135,201000987,201000991,801000001,1,个,
R_000136,201000987,201000992,801000001,10,毫升,
R_000137,201000987,201000993,801000003,,,1.0
R_000138,201000987,201000994,801000003,,,2.0
R_000139,201000987,201000995,801000003,,,3.0
R_000140,201000987,201000996,801000003,,,4.0
R_000141,201000987,201000997,801000003,,,5.0
R_000142,201000987,750000000,801000004,,,
R_000143,201000987,620000000,801000005,,,
R_000144,201000998,201000999,801000001,100,g,
R_000145,201000998,201001000,801000001,150,g,
R_000146,201000998,201001001,801000001,80,g,
R_000147,201000998,201001002,801000001,25,g,
R_000148,201000998,201001003,801000001,15,g,
R_000149,201000998,201001004,801000001,150,ml,
R_000150,201000998,201001005,801000001,6,ml,
R_000151,201000998,201001006,801000001,10,ml,
R_000152,201000998,201001007,801000001,20,ml,
R_000153,201000998,201001008,801000001,10,ml,
R_000154,201000998,201001009,801000001,500,ml,
R_000155,201000998,201001010,801000003,,,1.0
R_000156,201000998,201001011,801000003,,,2.0
R_000157,201000998,201001012,801000003,,,3.0
R_000158,201000998,201001013,801000003,,,4.0
R_000159,201000998,201001014,801000003,,,5.0
R_000160,201000998,750000000,801000004,,,
R_000161,201000998,620000000,801000005,,,
