relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000001,201002952,201002953,801000001,100,g,
R_000002,201002952,201002954,801000001,75,g,
R_000003,201002952,201002955,801000001,5,个,
R_000004,201002952,201002956,801000001,3,g,
R_000005,201002952,201002957,801000001,5,ml,
R_000006,201002952,201002958,801000001,5,g,
R_000007,201002952,201002959,801000001,5,g,
R_000008,201002952,201002960,801000001,2,g,
R_000009,201002952,201002961,801000003,,,1.0
R_000010,201002952,201002962,801000003,,,2.0
R_000011,201002952,201002963,801000003,,,3.0
R_000012,201002952,201002964,801000003,,,4.0
R_000013,201002952,201002965,801000003,,,5.0
R_000014,201002952,201002966,801000003,,,6.0
R_000015,201002952,201002967,801000003,,,7.0
R_000016,201002952,201002968,801000003,,,8.0
R_000017,201002952,720000000,801000004,,,
R_000018,201002952,630000000,801000005,,,
R_000019,201002969,201002970,801000001,1.5,个,
R_000020,201002969,201002971,801000001,2,g,
R_000021,201002969,201002972,801000001,0.5,g,
R_000022,201002969,201002973,801000001,5,ml,
R_000023,201002969,201002974,801000001,1,瓣,
R_000024,201002969,201002975,801000001,5,ml,
R_000025,201002969,201002976,801000001,1,根,
R_000026,201002969,201002977,801000003,,,1.0
R_000027,201002969,201002978,801000003,,,2.0
R_000028,201002969,201002979,801000003,,,3.0
R_000029,201002969,201002980,801000003,,,4.0
R_000030,201002969,201002981,801000003,,,5.0
R_000031,201002969,201002982,801000003,,,6.0
R_000032,201002969,720000000,801000004,,,
R_000033,201002969,630000000,801000005,,,
R_000034,201002983,201002984,801000001,3,个,
R_000035,201002983,201002985,801000001,200,g,
R_000036,201002983,201002986,801000001,5,g,
R_000037,201002983,201002987,801000001,3,ml,
R_000038,201002983,201002988,801000001,3,ml,
R_000039,201002983,201002989,801000001,5,g,
R_000040,201002983,201002990,801000001,5,g,
R_000041,201002983,201002991,801000001,2,ml,
R_000042,201002983,201002992,801000001,3,g,
R_000043,201002983,201002993,801000001,8,ml,
R_000044,201002983,201002994,801000003,,,1.0
R_000045,201002983,201002995,801000003,,,2.0
R_000046,201002983,201002996,801000003,,,3.0
R_000047,201002983,201002997,801000003,,,4.0
R_000048,201002983,201002998,801000003,,,5.0
R_000049,201002983,201002999,801000003,,,6.0
R_000050,201002983,201003000,801000003,,,7.0
R_000051,201002983,201003001,801000003,,,8.0
R_000052,201002983,201003002,801000003,,,9.0
R_000053,201002983,720000000,801000004,,,
R_000054,201002983,630000000,801000005,,,
R_000055,201003003,201003004,801000001,500,g,
R_000056,201003003,201003005,801000001,2,个,
R_000057,201003003,201003006,801000001,0.5,根,
R_000058,201003003,201003007,801000001,1,根,
R_000059,201003003,201003008,801000001,0.5,个,
R_000060,201003003,201003009,801000001,20,ml,
R_000061,201003003,201003010,801000001,2,g,
R_000062,201003003,201003011,801000001,10,g,
R_000063,201003003,201003012,801000001,5,g,
R_000064,201003003,201003013,801000001,300,g,
R_000065,201003003,201003014,801000001,300,ml,
R_000066,201003003,201003015,801000001,适量,,
R_000067,201003003,201003016,801000003,,,1.0
R_000068,201003003,201003017,801000003,,,2.0
R_000069,201003003,201003018,801000003,,,3.0
R_000070,201003003,201003019,801000003,,,4.0
R_000071,201003003,201003020,801000003,,,5.0
R_000072,201003003,720000000,801000004,,,
R_000073,201003003,640000000,801000005,,,
R_000074,201003021,201003022,801000001,80,g,
R_000075,201003021,201003023,801000001,150,g,
R_000076,201003021,201003024,801000001,15,g,
R_000077,201003021,201003025,801000001,10,ml,
R_000078,201003021,201003026,801000001,5,ml,
R_000079,201003021,201003027,801000001,10,ml,
R_000080,201003021,201003028,801000001,10,g,
R_000081,201003021,201003029,801000001,5,g,
R_000082,201003021,201003030,801000001,300,ml,
R_000083,201003021,201003031,801000001,适量,,
R_000084,201003021,201003032,801000003,,,1.0
R_000085,201003021,201003033,801000003,,,2.0
R_000086,201003021,201003034,801000003,,,3.0
R_000087,201003021,201003035,801000003,,,4.0
R_000088,201003021,201003036,801000003,,,5.0
R_000089,201003021,201003037,801000003,,,6.0
R_000090,201003021,201003038,801000003,,,7.0
R_000091,201003021,201003039,801000003,,,8.0
R_000092,201003021,201003040,801000003,,,9.0
R_000093,201003021,201003041,801000003,,,10.0
R_000094,201003021,720000000,801000004,,,
R_000095,201003021,630000000,801000005,,,
R_000096,201003042,201003043,801000001,500,克,
R_000097,201003042,201003044,801000001,2,个,
R_000098,201003042,201003045,801000001,30,克,
R_000099,201003042,201003046,801000001,120,克,
R_000100,201003042,201003047,801000001,20,克,
R_000101,201003042,201003048,801000001,15,克,
R_000102,201003042,201003049,801000001,15,克,
R_000103,201003042,201003050,801000001,80,克,
R_000104,201003042,201003051,801000001,4,克,
R_000105,201003042,201003052,801000001,2,克,
R_000106,201003042,201003053,801000001,3,克,
R_000107,201003042,201003054,801000001,5,克,
R_000108,201003042,201003055,801000001,5,克,
R_000109,201003042,201003056,801000001,3,克,
R_000110,201003042,201003057,801000001,3,克,
R_000111,201003042,201003058,801000001,8,克,
R_000112,201003042,201003059,801000001,适量,,
R_000113,201003042,201003060,801000003,,,1.0
R_000114,201003042,201003061,801000003,,,2.0
R_000115,201003042,201003062,801000003,,,3.0
R_000116,201003042,201003063,801000003,,,4.0
R_000117,201003042,201003064,801000003,,,5.0
R_000118,201003042,720000000,801000004,,,
R_000119,201003042,630000000,801000005,,,
R_000120,201003065,201003066,801000001,150,g,
R_000121,201003065,201003067,801000001,6,根,
R_000122,201003065,201003068,801000001,300,ml,
R_000123,201003065,201003069,801000001,50,g,
R_000124,201003065,201003070,801000001,20,ml,
R_000125,201003065,201003071,801000001,10,g,
R_000126,201003065,201003072,801000001,1,个,
R_000127,201003065,201003073,801000001,10,g,
R_000128,201003065,201003074,801000001,20,g,
R_000129,201003065,201003075,801000001,100,g,
R_000130,201003065,201003076,801000001,20,g,
R_000131,201003065,201003077,801000003,,,1.0
R_000132,201003065,201003078,801000003,,,2.0
R_000133,201003065,201003079,801000003,,,3.0
R_000134,201003065,201003080,801000003,,,4.0
R_000135,201003065,201003081,801000003,,,5.0
R_000136,201003065,201003082,801000003,,,6.0
R_000137,201003065,201003083,801000003,,,7.0
R_000138,201003065,720000000,801000004,,,
R_000139,201003065,640000000,801000005,,,
R_000140,201003084,201003085,801000001,250,g,
R_000141,201003084,201003086,801000001,1,汤匙,
R_000142,201003084,201003087,801000001,2,瓣,
R_000143,201003084,201003088,801000001,3,片,
R_000144,201003084,201003089,801000001,1,根,
R_000145,201003084,201003090,801000001,1.5,汤匙,
R_000146,201003084,201003091,801000001,0.5,茶匙,
R_000147,201003084,201003092,801000001,0.5,茶匙,
R_000148,201003084,201003093,801000001,0.5,茶匙,
R_000149,201003084,201003094,801000001,1,茶匙,
R_000150,201003084,201003095,801000001,1,汤匙,
R_000151,201003084,201003096,801000001,10,g,
R_000152,201003084,201003097,801000001,3,g,
R_000153,201003084,201003098,801000003,,,1.0
R_000154,201003084,201003099,801000003,,,2.0
R_000155,201003084,201003100,801000003,,,3.0
R_000156,201003084,201003101,801000003,,,4.0
R_000157,201003084,201003102,801000003,,,5.0
R_000158,201003084,720000000,801000004,,,
R_000159,201003084,630000000,801000005,,,
R_000160,201003103,201003104,801000001,500-700,g,
R_000161,201003103,201003105,801000001,1,根,
R_000162,201003103,201003106,801000001,4,片,
R_000163,201003103,201003107,801000001,35,ml,
R_000164,201003103,201003108,801000001,3,g,
R_000165,201003103,201003109,801000001,1,个,
R_000166,201003103,201003110,801000001,2,片,
R_000167,201003103,201003111,801000001,15,ml,
R_000168,201003103,201003112,801000001,适量,,
R_000169,201003103,201003113,801000001,适量,,
R_000170,201003103,201003114,801000001,15,ml,
R_000171,201003103,201003115,801000001,适量,,
R_000172,201003103,201003116,801000001,2,g,
R_000173,201003103,201003117,801000001,2,g,
R_000174,201003103,201003118,801000001,2-3,个,
R_000175,201003103,201003119,801000001,2-3,个,
R_000176,201003103,201003120,801000001,1,个,
R_000177,201003103,201003121,801000001,5-10,g,
R_000178,201003103,201003122,801000003,,,1.0
R_000179,201003103,201003123,801000003,,,2.0
R_000180,201003103,201003124,801000003,,,3.0
R_000181,201003103,201003125,801000003,,,4.0
R_000182,201003103,201003126,801000003,,,5.0
R_000183,201003103,201003127,801000003,,,6.0
R_000184,201003103,201003128,801000003,,,7.0
R_000185,201003103,201003129,801000003,,,8.0
R_000186,201003103,201003130,801000003,,,9.0
R_000187,201003103,201003131,801000003,,,10.0
R_000188,201003103,201003132,801000003,,,11.0
R_000189,201003103,201003133,801000003,,,12.0
R_000190,201003103,201003134,801000003,,,13.0
R_000191,201003103,201003135,801000003,,,14.0
R_000192,201003103,201003136,801000003,,,15.0
R_000193,201003103,201003137,801000003,,,16.0
R_000194,201003103,720000000,801000004,,,
R_000195,201003103,640000000,801000005,,,
R_000196,201003138,201003139,801000001,200,g,
R_000197,201003138,201003140,801000001,300,g,
R_000198,201003138,201003141,801000001,750,ml,
R_000199,201003138,201003142,801000003,,,1.0
