startNodeId,endNodeId,relationshipType,relationshipId,amount,unit,step_order
201000001,201000002,801000001,R_000001,2,个,
201000001,201000003,801000001,R_000002,1,盒,
201000001,201000004,801000001,R_000003,15,ml,
201000001,201000005,801000001,R_000004,2.5,g,
201000001,201000006,801000001,R_000005,15,ml,
201000001,201000007,801000001,R_000006,15,ml,
201000001,201000008,801000001,R_000007,10,ml,
201000001,201000009,801000001,R_000008,10,g,
201000001,201000010,801000001,R_000009,15,g,
201000001,201000011,801000001,R_000010,1,株,
201000001,201000012,801000003,R_000011,,,1.0
201000001,201000013,801000003,R_000012,,,2.0
201000001,201000014,801000003,R_000013,,,3.0
201000001,201000015,801000003,R_000014,,,4.0
201000001,710000000,801000004,R_000015,,,
201000001,610000000,801000005,R_000016,,,
201000016,201000017,801000001,R_000017,0.8,块,
201000016,201000018,801000001,R_000018,0.5,只,
201000016,201000019,801000001,R_000019,0.67,根,
201000016,201000020,801000001,R_000020,3,g,
201000016,201000021,801000001,R_000021,1.5,g,
201000016,201000022,801000001,R_000022,9,ml,
201000016,201000023,801000001,R_000023,10,ml,
201000016,201000024,801000003,R_000024,,,1.0
201000016,201000025,801000003,R_000025,,,2.0
201000016,201000026,801000003,R_000026,,,3.0
201000016,201000027,801000003,R_000027,,,4.0
201000016,201000028,801000003,R_000028,,,5.0
201000016,201000029,801000003,R_000029,,,6.0
201000016,201000030,801000003,R_000030,,,7.0
201000016,201000031,801000003,R_000031,,,8.0
201000016,201000032,801000003,R_000032,,,9.0
201000016,710000000,801000004,R_000033,,,
201000016,630000000,801000005,R_000034,,,
201000033,201000034,801000001,R_000035,200,g,
201000033,201000035,801000001,R_000036,30,g,
201000033,201000036,801000001,R_000037,50,g,
201000033,201000037,801000001,R_000038,15,ml,
201000033,201000038,801000001,R_000039,10,g,
201000033,201000039,801000001,R_000040,1,g,
201000033,201000040,801000001,R_000041,5,g,
201000033,201000041,801000001,R_000042,20,ml,
201000033,201000042,801000003,R_000043,,,1.0
201000033,201000043,801000003,R_000044,,,2.0
201000033,201000044,801000003,R_000045,,,3.0
201000033,201000045,801000003,R_000046,,,4.0
201000033,201000046,801000003,R_000047,,,5.0
201000033,201000047,801000003,R_000048,,,6.0
201000033,710000000,801000004,R_000049,,,
201000033,620000000,801000005,R_000050,,,
201000048,201000049,801000001,R_000051,300,g,
201000048,201000050,801000001,R_000052,2,ml,
201000048,201000051,801000001,R_000053,3,g,
201000048,201000052,801000001,R_000054,3,ml,
201000048,201000053,801000001,R_000055,150,ml,
201000048,201000054,801000003,R_000056,,,1.0
201000048,201000055,801000003,R_000057,,,2.0
201000048,201000056,801000003,R_000058,,,3.0
201000048,201000057,801000003,R_000059,,,4.0
201000048,201000058,801000003,R_000060,,,5.0
201000048,201000059,801000003,R_000061,,,6.0
201000048,201000060,801000003,R_000062,,,7.0
201000048,710000000,801000004,R_000063,,,
201000048,620000000,801000005,R_000064,,,
201000061,201000062,801000001,R_000065,1-2,把,
201000061,201000063,801000001,R_000066,2,袋,
201000061,201000064,801000001,R_000067,3-5,根,
201000061,201000065,801000001,R_000068,2-3,瓣,
201000061,201000066,801000001,R_000069,15,ml,
201000061,201000067,801000001,R_000070,5,ml,
201000061,201000068,801000001,R_000071,3,ml,
201000061,201000069,801000001,R_000072,3,g,
201000061,201000070,801000001,R_000073,10-15,ml,
201000061,201000071,801000003,R_000074,,,1.0
201000061,201000072,801000003,R_000075,,,2.0
201000061,201000073,801000003,R_000076,,,3.0
201000061,710000000,801000004,R_000077,,,
201000061,620000000,801000005,R_000078,,,
201000074,201000075,801000001,R_000079,300,g,
201000074,201000076,801000001,R_000080,1000,ml,
201000074,201000077,801000003,R_000081,,,1.0
201000074,201000078,801000003,R_000082,,,2.0
201000074,201000079,801000003,R_000083,,,3.0
201000074,201000080,801000003,R_000084,,,4.0
201000074,201000081,801000003,R_000085,,,5.0
201000074,201000082,801000003,R_000086,,,6.0
201000074,201000083,801000003,R_000087,,,7.0
201000074,710000000,801000004,R_000088,,,
201000074,610000000,801000005,R_000089,,,
201000084,201000085,801000001,R_000090,250,g,
201000084,201000086,801000001,R_000091,10,g,
201000084,201000087,801000001,R_000092,3,瓣,
201000084,201000088,801000001,R_000093,15,ml,
201000084,201000089,801000001,R_000094,5,ml,
201000084,201000090,801000001,R_000095,5,ml,
201000084,201000091,801000001,R_000096,2,g,
201000084,201000092,801000001,R_000097,5,ml,
201000084,201000093,801000003,R_000098,,,1.0
201000084,201000094,801000003,R_000099,,,2.0
201000084,201000095,801000003,R_000100,,,3.0
201000084,201000096,801000003,R_000101,,,4.0
201000084,201000097,801000003,R_000102,,,5.0
201000084,201000098,801000003,R_000103,,,6.0
201000084,201000099,801000003,R_000104,,,7.0
201000084,201000100,801000003,R_000105,,,8.0
201000084,201000101,801000003,R_000106,,,9.0
201000084,201000102,801000003,R_000107,,,10.0
201000084,201000103,801000003,R_000108,,,11.0
201000084,201000104,801000003,R_000109,,,12.0
201000084,201000105,801000003,R_000110,,,13.0
201000084,710000000,801000004,R_000111,,,
201000084,620000000,801000005,R_000112,,,
201000106,201000107,801000001,R_000113,200,g,
201000106,201000108,801000001,R_000114,2,个,
201000106,201000109,801000001,R_000115,40,g,
201000106,201000110,801000001,R_000116,1,个,
201000106,201000111,801000001,R_000117,10,ml,
201000106,201000112,801000001,R_000118,3,ml,
201000106,201000113,801000001,R_000119,2,g,
201000106,201000114,801000003,R_000120,,,1.0
201000106,201000115,801000003,R_000121,,,2.0
201000106,201000116,801000003,R_000122,,,3.0
201000106,201000117,801000003,R_000123,,,4.0
201000106,201000118,801000003,R_000124,,,5.0
201000106,201000119,801000003,R_000125,,,6.0
201000106,201000120,801000003,R_000126,,,7.0
201000106,201000121,801000003,R_000127,,,8.0
201000106,201000122,801000003,R_000128,,,9.0
201000106,710000000,801000004,R_000129,,,
201000106,620000000,801000005,R_000130,,,
201000123,201000124,801000001,R_000131,300,g,
201000123,201000125,801000001,R_000132,2,瓣,
201000123,201000126,801000001,R_000133,3,g,
201000123,201000127,801000001,R_000134,15,ml,
201000123,201000128,801000001,R_000135,50,ml,
201000123,201000129,801000003,R_000136,,,1.0
201000123,201000130,801000003,R_000137,,,2.0
201000123,201000131,801000003,R_000138,,,3.0
201000123,201000132,801000003,R_000139,,,4.0
201000123,201000133,801000003,R_000140,,,5.0
201000123,201000134,801000003,R_000141,,,6.0
201000123,201000135,801000003,R_000142,,,7.0
201000123,201000136,801000003,R_000143,,,8.0
201000123,201000137,801000003,R_000144,,,9.0
201000123,201000138,801000003,R_000145,,,10.0
201000123,201000139,801000003,R_000146,,,11.0
201000123,710000000,801000004,R_000147,,,
201000123,620000000,801000005,R_000148,,,
201000140,201000141,801000001,R_000149,200,g,
201000140,201000142,801000001,R_000150,4,瓣,
201000140,201000143,801000001,R_000151,10,ml,
201000140,201000144,801000001,R_000152,5,ml,
201000140,201000145,801000001,R_000153,2,g,
201000140,201000146,801000003,R_000154,,,1.0
201000140,201000147,801000003,R_000155,,,2.0
201000140,201000148,801000003,R_000156,,,3.0
201000140,201000149,801000003,R_000157,,,4.0
201000140,201000150,801000003,R_000158,,,5.0
201000140,201000151,801000003,R_000159,,,6.0
201000140,201000152,801000003,R_000160,,,7.0
201000140,201000153,801000003,R_000161,,,8.0
201000140,201000154,801000003,R_000162,,,9.0
201000140,710000000,801000004,R_000163,,,
201000140,620000000,801000005,R_000164,,,
201000155,201000156,801000001,R_000001,0.7,个,
201000155,201000157,801000001,R_000002,0.5,个,
201000155,201000158,801000001,R_000003,0.3,个,
201000155,201000159,801000001,R_000004,1,个,
201000155,201000160,801000001,R_000005,0.5,颗,
201000155,201000161,801000001,R_000006,3,瓣,
201000155,201000162,801000001,R_000007,1,个,
201000155,201000163,801000001,R_000008,105,克,
201000155,201000164,801000001,R_000009,26.25,克,
201000155,201000165,801000001,R_000010,5,克,
201000155,201000166,801000001,R_000011,3,克,
201000155,201000167,801000001,R_000012,500,毫升,
201000155,201000168,801000001,R_000013,5,克,
201000155,201000169,801000003,R_000014,,,1.0
201000155,201000170,801000003,R_000015,,,2.0
201000155,201000171,801000003,R_000016,,,3.0
201000155,201000172,801000003,R_000017,,,4.0
201000155,201000173,801000003,R_000018,,,5.0
201000155,201000174,801000003,R_000019,,,6.0
201000155,201000175,801000003,R_000020,,,7.0
201000155,201000176,801000003,R_000021,,,8.0
201000155,201000177,801000003,R_000022,,,9.0
201000155,201000178,801000003,R_000023,,,10.0
201000155,201000179,801000003,R_000024,,,11.0
201000155,201000180,801000003,R_000025,,,12.0
201000155,710000000,801000004,R_000026,,,
201000155,640000000,801000005,R_000027,,,
201000181,201000182,801000001,R_000028,100,g,
201000181,201000183,801000001,R_000029,10-15,ml,
201000181,201000184,801000001,R_000030,2,g,
201000181,201000185,801000001,R_000031,70,ml,
201000181,201000186,801000001,R_000032,5,g,
201000181,201000187,801000003,R_000033,,,1.0
201000181,201000188,801000003,R_000034,,,2.0
201000181,201000189,801000003,R_000035,,,3.0
201000181,201000190,801000003,R_000036,,,4.0
201000181,201000191,801000003,R_000037,,,5.0
201000181,201000192,801000003,R_000038,,,6.0
201000181,710000000,801000004,R_000039,,,
201000181,620000000,801000005,R_000040,,,
201000193,201000194,801000001,R_000041,200,g,
201000193,201000195,801000001,R_000042,15,ml,
201000193,201000196,801000001,R_000043,5,ml,
201000193,201000197,801000001,R_000044,10,ml,
201000193,201000198,801000001,R_000045,5,ml,
201000193,201000199,801000001,R_000046,5,g,
201000193,201000200,801000001,R_000047,10,ml,
201000193,201000201,801000001,R_000048,2,头,
201000193,201000202,801000003,R_000049,,,1.0
201000193,201000203,801000003,R_000050,,,2.0
201000193,201000204,801000003,R_000051,,,3.0
201000193,201000205,801000003,R_000052,,,4.0
201000193,710000000,801000004,R_000053,,,
201000193,610000000,801000005,R_000054,,,
201000206,201000207,801000001,R_000055,2,个,
201000206,201000208,801000001,R_000056,4,根,
201000206,201000209,801000001,R_000057,10,cm,
201000206,201000210,801000001,R_000058,4,瓣,
201000206,201000211,801000001,R_000059,4,颗,
201000206,201000212,801000001,R_000060,20,ml,
201000206,201000213,801000001,R_000061,20,ml,
201000206,201000214,801000001,R_000062,20,ml,
201000206,201000215,801000001,R_000063,10,g,
201000206,201000216,801000001,R_000064,7,ml,
201000206,201000217,801000003,R_000065,,,1.0
201000206,201000218,801000003,R_000066,,,2.0
201000206,201000219,801000003,R_000067,,,3.0
201000206,201000220,801000003,R_000068,,,4.0
201000206,201000221,801000003,R_000069,,,5.0
201000206,201000222,801000003,R_000070,,,6.0
201000206,201000223,801000003,R_000071,,,7.0
201000206,201000224,801000003,R_000072,,,8.0
201000206,201000225,801000003,R_000073,,,9.0
201000206,201000226,801000003,R_000074,,,10.0
201000206,201000227,801000003,R_000075,,,11.0
201000206,710000000,801000004,R_000076,,,
201000206,620000000,801000005,R_000077,,,
201000228,201000229,801000001,R_000078,240,g,
201000228,201000230,801000001,R_000079,4,瓣,
201000228,201000231,801000001,R_000080,0.5,个,
201000228,201000232,801000001,R_000081,0.5,个,
201000228,201000233,801000001,R_000082,3,个,
201000228,201000234,801000001,R_000083,1,根,
201000228,201000235,801000001,R_000084,5,ml,
201000228,201000236,801000001,R_000085,10,ml,
201000228,201000237,801000001,R_000086,2,g,
201000228,201000238,801000001,R_000087,10-15,ml,
201000228,201000239,801000003,R_000088,,,1.0
201000228,201000240,801000003,R_000089,,,2.0
201000228,201000241,801000003,R_000090,,,3.0
201000228,201000242,801000003,R_000091,,,4.0
201000228,201000243,801000003,R_000092,,,5.0
201000228,201000244,801000003,R_000093,,,6.0
201000228,710000000,801000004,R_000094,,,
201000228,620000000,801000005,R_000095,,,
201000245,201000246,801000001,R_000096,1,个,
201000245,201000247,801000001,R_000097,20,ml,
201000245,201000248,801000001,R_000098,15,ml,
201000245,201000249,801000001,R_000099,40,ml,
201000245,201000250,801000001,R_000100,10,ml,
201000245,201000251,801000001,R_000101,20,ml,
201000245,201000252,801000001,R_000102,100,ml,
201000245,201000253,801000003,R_000103,,,1.0
201000245,201000254,801000003,R_000104,,,2.0
201000245,201000255,801000003,R_000105,,,3.0
201000245,201000256,801000003,R_000106,,,4.0
201000245,201000257,801000003,R_000107,,,5.0
201000245,201000258,801000003,R_000108,,,6.0
201000245,201000259,801000003,R_000109,,,7.0
201000245,201000260,801000003,R_000110,,,8.0
201000245,710000000,801000004,R_000111,,,
201000245,630000000,801000005,R_000112,,,
201000261,201000262,801000001,R_000113,1.8,个,
201000261,201000263,801000001,R_000114,1,个,
201000261,201000264,801000001,R_000115,半把,,
201000261,201000265,801000001,R_000116,2,颗,
201000261,201000266,801000001,R_000117,50,g,
201000261,201000267,801000001,R_000118,40,ml,
201000261,201000268,801000001,R_000119,5,g,
201000261,201000269,801000001,R_000120,10,ml,
201000261,201000270,801000001,R_000121,适量,,
201000261,201000271,801000003,R_000122,,,1.0
201000261,201000272,801000003,R_000123,,,2.0
201000261,201000273,801000003,R_000124,,,3.0
201000261,201000274,801000003,R_000125,,,4.0
201000261,201000275,801000003,R_000126,,,5.0
201000261,201000276,801000003,R_000127,,,6.0
201000261,201000277,801000003,R_000128,,,7.0
201000261,201000278,801000003,R_000129,,,8.0
201000261,201000279,801000003,R_000130,,,9.0
201000261,201000280,801000003,R_000131,,,10.0
201000261,201000281,801000003,R_000132,,,11.0
201000261,201000282,801000003,R_000133,,,12.0
201000261,201000283,801000003,R_000134,,,13.0
201000261,201000284,801000003,R_000135,,,14.0
201000261,710000000,801000004,R_000136,,,
201000261,630000000,801000005,R_000137,,,
201000285,201000286,801000001,R_000138,200,克,
201000285,201000287,801000001,R_000139,11.5,ml,
201000285,201000288,801000001,R_000140,7.5,ml,
201000285,201000289,801000001,R_000141,3,瓣,
201000285,201000290,801000001,R_000142,0.6,克,
201000285,201000291,801000001,R_000143,7,ml,
201000285,201000292,801000001,R_000144,5,ml,
201000285,201000293,801000003,R_000145,,,1.0
201000285,201000294,801000003,R_000146,,,2.0
201000285,201000295,801000003,R_000147,,,3.0
201000285,201000296,801000003,R_000148,,,4.0
201000285,201000297,801000003,R_000149,,,5.0
201000285,710000000,801000004,R_000150,,,
201000285,610000000,801000005,R_000151,,,
201000298,201000299,801000001,R_000152,150,g,
201000298,201000300,801000001,R_000153,5,g,
201000298,201000301,801000001,R_000154,2,瓣,
201000298,201000302,801000001,R_000155,15,ml,
201000298,201000303,801000001,R_000156,10,ml,
201000298,201000304,801000001,R_000157,3,g,
201000298,201000305,801000001,R_000158,5,ml,
201000298,201000306,801000001,R_000159,5,ml,
201000298,201000307,801000003,R_000160,,,1.0
201000298,201000308,801000003,R_000161,,,2.0
201000298,201000309,801000003,R_000162,,,3.0
201000298,201000310,801000003,R_000163,,,4.0
201000298,201000311,801000003,R_000164,,,5.0
201000298,201000312,801000003,R_000165,,,6.0
201000298,201000313,801000003,R_000166,,,7.0
201000298,201000314,801000003,R_000167,,,8.0
201000298,201000315,801000003,R_000168,,,9.0
201000298,201000316,801000003,R_000169,,,10.0
201000298,201000317,801000003,R_000170,,,11.0
201000298,201000318,801000003,R_000171,,,12.0
201000298,201000319,801000003,R_000172,,,13.0
201000298,710000000,801000004,R_000173,,,
201000298,620000000,801000005,R_000174,,,
201000320,201000321,801000001,R_000175,180,g,
201000320,201000322,801000001,R_000176,1.5,个,
201000320,201000323,801000001,R_000177,6,ml,
201000320,201000324,801000001,R_000178,1.5-2,g,
201000320,201000325,801000001,R_000179,0-2,g,
201000320,201000326,801000001,R_000180,0-10,g,
201000320,201000327,801000003,R_000181,,,1.0
201000320,201000328,801000003,R_000182,,,2.0
201000320,201000329,801000003,R_000183,,,3.0
201000320,201000330,801000003,R_000184,,,4.0
201000320,201000331,801000003,R_000185,,,5.0
201000320,201000332,801000003,R_000186,,,6.0
201000320,201000333,801000003,R_000187,,,7.0
201000320,201000334,801000003,R_000188,,,8.0
201000320,201000335,801000003,R_000189,,,9.0
201000320,201000336,801000003,R_000190,,,10.0
201000320,201000337,801000003,R_000191,,,11.0
201000320,710000000,801000004,R_000192,,,
201000320,620000000,801000005,R_000193,,,
201000338,201000339,801000001,R_000001,5,个,
201000338,201000340,801000001,R_000002,15,g,
201000338,201000341,801000001,R_000003,6-15,g,
201000338,201000342,801000001,R_000004,15,ml,
201000338,201000343,801000001,R_000005,10,g,
201000338,201000344,801000001,R_000006,3,g,
201000338,201000345,801000001,R_000007,40,g,
201000338,201000346,801000001,R_000008,20-35,ml,
201000338,201000347,801000001,R_000009,15,ml,
201000338,201000348,801000001,R_000010,15,ml,
201000338,201000349,801000001,R_000011,5,g,
201000338,201000350,801000003,R_000012,,,1.0
201000338,201000351,801000003,R_000013,,,2.0
201000338,201000352,801000003,R_000014,,,3.0
201000338,201000353,801000003,R_000015,,,4.0
201000338,201000354,801000003,R_000016,,,5.0
201000338,201000355,801000003,R_000017,,,6.0
201000338,201000356,801000003,R_000018,,,7.0
201000338,201000357,801000003,R_000019,,,8.0
201000338,201000358,801000003,R_000020,,,9.0
201000338,201000359,801000003,R_000021,,,10.0
201000338,710000000,801000004,R_000022,,,
201000338,630000000,801000005,R_000023,,,
201000360,201000361,801000001,R_000024,1,块,
201000360,201000362,801000001,R_000025,2,只,
201000360,201000363,801000001,R_000026,50,g,
201000360,201000364,801000001,R_000027,20,g,
201000360,201000365,801000001,R_000028,10,g,
201000360,201000366,801000001,R_000029,5,g,
201000360,201000367,801000001,R_000030,10,g,
201000360,201000368,801000003,R_000031,,,1.0
201000360,201000369,801000003,R_000032,,,2.0
201000360,201000370,801000003,R_000033,,,3.0
201000360,201000371,801000003,R_000034,,,4.0
201000360,201000372,801000003,R_000035,,,5.0
201000360,201000373,801000003,R_000036,,,6.0
201000360,201000374,801000003,R_000037,,,7.0
201000360,201000375,801000003,R_000038,,,8.0
201000360,710000000,801000004,R_000039,,,
201000360,630000000,801000005,R_000040,,,
201000376,201000377,801000001,R_000041,300,g,
201000376,201000378,801000001,R_000042,120,g,
201000376,201000379,801000001,R_000043,50,g,
201000376,201000380,801000001,R_000044,50,g,
201000376,201000381,801000001,R_000045,30,g,
201000376,201000382,801000001,R_000046,30,g,
201000376,201000383,801000001,R_000047,80,g,
201000376,201000384,801000001,R_000048,10,g,
201000376,201000385,801000001,R_000049,165,ml,
201000376,201000386,801000001,R_000050,8,ml,
201000376,201000387,801000001,R_000051,15,ml,
201000376,201000388,801000001,R_000052,2,g,
201000376,201000389,801000001,R_000053,3,g,
201000376,201000390,801000001,R_000054,15,ml,
201000376,201000391,801000001,R_000055,10,g,
201000376,201000392,801000003,R_000056,,,1.0
201000376,201000393,801000003,R_000057,,,2.0
201000376,201000394,801000003,R_000058,,,3.0
201000376,201000395,801000003,R_000059,,,4.0
201000376,201000396,801000003,R_000060,,,5.0
201000376,201000397,801000003,R_000061,,,6.0
201000376,201000398,801000003,R_000062,,,7.0
201000376,201000399,801000003,R_000063,,,8.0
201000376,201000400,801000003,R_000064,,,9.0
201000376,710000000,801000004,R_000065,,,
201000376,630000000,801000005,R_000066,,,
201000401,201000402,801000001,R_000067,200,g,
201000401,201000403,801000001,R_000068,6-8,ml,
201000401,201000404,801000001,R_000069,4-5,瓣,
201000401,201000405,801000001,R_000070,10,ml,
201000401,201000406,801000001,R_000071,1.0,g,
201000401,201000407,801000001,R_000072,1,g,
201000401,201000408,801000001,R_000073,5-8,ml,
201000401,201000409,801000003,R_000074,,,1.0
201000401,201000410,801000003,R_000075,,,2.0
201000401,201000411,801000003,R_000076,,,3.0
201000401,201000412,801000003,R_000077,,,4.0
201000401,201000413,801000003,R_000078,,,5.0
201000401,201000414,801000003,R_000079,,,6.0
201000401,201000415,801000003,R_000080,,,7.0
201000401,201000416,801000003,R_000081,,,8.0
201000401,710000000,801000004,R_000082,,,
201000401,620000000,801000005,R_000083,,,
201000417,201000418,801000001,R_000084,250,g,
201000417,201000419,801000001,R_000085,2,个,
201000417,201000420,801000001,R_000086,3,圈,
201000417,201000421,801000001,R_000087,2,颗,
201000417,201000422,801000001,R_000088,6,ml,
201000417,201000423,801000001,R_000089,2,ml,
201000417,201000424,801000001,R_000090,6,ml,
201000417,201000425,801000001,R_000091,6,g,
201000417,201000426,801000003,R_000092,,,1.0
201000417,201000427,801000003,R_000093,,,2.0
201000417,201000428,801000003,R_000094,,,3.0
201000417,201000429,801000003,R_000095,,,4.0
201000417,201000430,801000003,R_000096,,,5.0
201000417,201000431,801000003,R_000097,,,6.0
201000417,201000432,801000003,R_000098,,,7.0
201000417,201000433,801000003,R_000099,,,8.0
201000417,201000434,801000003,R_000100,,,9.0
201000417,201000435,801000003,R_000101,,,10.0
201000417,710000000,801000004,R_000102,,,
201000417,620000000,801000005,R_000103,,,
201000436,201000437,801000001,R_000104,1,个,
201000436,201000438,801000001,R_000105,1,个,
201000436,201000439,801000001,R_000106,180,克,
201000436,201000440,801000001,R_000107,50,克,
201000436,201000441,801000001,R_000108,15,毫升,
201000436,201000442,801000001,R_000109,5,克,
201000436,201000443,801000001,R_000110,3,瓣,
201000436,201000444,801000003,R_000111,,,1.0
201000436,201000445,801000003,R_000112,,,2.0
201000436,201000446,801000003,R_000113,,,3.0
201000436,201000447,801000003,R_000114,,,4.0
201000436,201000448,801000003,R_000115,,,5.0
201000436,201000449,801000003,R_000116,,,6.0
201000436,201000450,801000003,R_000117,,,7.0
201000436,201000451,801000003,R_000118,,,8.0
201000436,201000452,801000003,R_000119,,,9.0
201000436,201000453,801000003,R_000120,,,10.0
201000436,710000000,801000004,R_000121,,,
201000436,630000000,801000005,R_000122,,,
201000454,201000455,801000001,R_000123,4,个,
201000454,201000456,801000001,R_000124,10,g,
201000454,201000457,801000001,R_000125,10,g,
201000454,201000458,801000001,R_000126,5,g,
201000454,201000459,801000001,R_000127,35,mL,
201000454,201000460,801000001,R_000128,15,mL,
201000454,201000461,801000001,R_000129,10,mL,
201000454,201000462,801000001,R_000130,10,g,
201000454,201000463,801000001,R_000131,0,g,
201000454,201000464,801000003,R_000132,,,1.0
201000454,201000465,801000003,R_000133,,,2.0
201000454,201000466,801000003,R_000134,,,3.0
201000454,201000467,801000003,R_000135,,,4.0
201000454,201000468,801000003,R_000136,,,5.0
201000454,201000469,801000003,R_000137,,,6.0
201000454,710000000,801000004,R_000138,,,
201000454,620000000,801000005,R_000139,,,
201000470,201000471,801000001,R_000140,100,g,
201000470,201000472,801000001,R_000141,150,g,
201000470,201000473,801000001,R_000142,4,个,
201000470,201000474,801000001,R_000143,3,g,
201000470,201000475,801000001,R_000144,10,g,
201000470,201000476,801000001,R_000145,10,g,
201000470,201000477,801000001,R_000146,20,ml,
201000470,201000478,801000001,R_000147,10,ml,
201000470,201000479,801000001,R_000148,8,g,
201000470,201000480,801000001,R_000149,10,g,
201000470,201000481,801000001,R_000150,20,g,
201000470,201000482,801000001,R_000151,40,ml,
201000470,201000483,801000001,R_000152,200,ml,
201000470,201000484,801000003,R_000153,,,1.0
201000470,201000485,801000003,R_000154,,,2.0
201000470,201000486,801000003,R_000155,,,3.0
201000470,201000487,801000003,R_000156,,,4.0
201000470,201000488,801000003,R_000157,,,5.0
201000470,201000489,801000003,R_000158,,,6.0
201000470,201000490,801000003,R_000159,,,7.0
201000470,201000491,801000003,R_000160,,,8.0
201000470,201000492,801000003,R_000161,,,9.0
201000470,201000493,801000003,R_000162,,,10.0
201000470,201000494,801000003,R_000163,,,11.0
201000470,201000495,801000003,R_000164,,,12.0
201000470,201000496,801000003,R_000165,,,13.0
201000470,201000497,801000003,R_000166,,,14.0
201000470,201000498,801000003,R_000167,,,15.0
201000470,201000499,801000003,R_000168,,,16.0
201000470,201000500,801000003,R_000169,,,17.0
201000470,201000501,801000003,R_000170,,,18.0
201000470,201000502,801000003,R_000171,,,19.0
201000470,710000000,801000004,R_000172,,,
201000470,630000000,801000005,R_000173,,,
201000503,201000504,801000001,R_000174,300,g,
201000503,201000505,801000001,R_000175,1,个,
201000503,201000506,801000001,R_000176,1,个,
201000503,201000507,801000001,R_000177,2,个,
201000503,201000508,801000001,R_000178,6,g,
201000503,201000509,801000001,R_000179,6,ml,
201000503,201000510,801000001,R_000180,3,g,
201000503,201000511,801000001,R_000181,6,ml,
201000503,201000512,801000001,R_000182,3,圈,
201000503,201000513,801000001,R_000183,2,g,
201000503,201000514,801000001,R_000184,2,颗,
201000503,201000515,801000001,R_000185,根据口味加,,
201000503,201000516,801000003,R_000186,,,1.0
201000503,201000517,801000003,R_000187,,,2.0
201000503,201000518,801000003,R_000188,,,3.0
201000503,201000519,801000003,R_000189,,,4.0
201000503,201000520,801000003,R_000190,,,5.0
201000503,201000521,801000003,R_000191,,,6.0
201000503,201000522,801000003,R_000192,,,7.0
201000503,201000523,801000003,R_000193,,,8.0
201000503,201000524,801000003,R_000194,,,9.0
201000503,201000525,801000003,R_000195,,,10.0
201000503,201000526,801000003,R_000196,,,11.0
201000503,710000000,801000004,R_000197,,,
201000503,620000000,801000005,R_000198,,,
201000527,201000528,801000001,R_000199,1,个,
201000527,201000529,801000001,R_000200,1,个,
201000527,201000530,801000001,R_000201,100,g,
201000527,201000531,801000001,R_000202,5,ml,
201000527,201000532,801000001,R_000203,2,g,
201000527,201000533,801000001,R_000204,5,g,
201000527,201000534,801000001,R_000205,2,g,
201000527,201000535,801000001,R_000206,0.5,根,
201000527,201000536,801000001,R_000207,1,片,
201000527,201000537,801000001,R_000208,350,ml,
201000527,201000538,801000003,R_000209,,,1.0
201000527,201000539,801000003,R_000210,,,2.0
201000527,201000540,801000003,R_000211,,,3.0
201000527,201000541,801000003,R_000212,,,4.0
201000527,201000542,801000003,R_000213,,,5.0
201000527,710000000,801000004,R_000214,,,
201000527,620000000,801000005,R_000215,,,
201000543,201000544,801000001,R_000001,500,g,
201000543,201000545,801000001,R_000002,100,g,
201000543,201000546,801000001,R_000003,3,个,
201000543,201000547,801000001,R_000004,10-20,ml,
201000543,201000548,801000001,R_000005,6,g,
201000543,201000549,801000003,R_000006,,,1.0
201000543,201000550,801000003,R_000007,,,2.0
201000543,201000551,801000003,R_000008,,,3.0
201000543,201000552,801000003,R_000009,,,4.0
201000543,201000553,801000003,R_000010,,,5.0
201000543,201000554,801000003,R_000011,,,6.0
201000543,201000555,801000003,R_000012,,,7.0
201000543,201000556,801000003,R_000013,,,8.0
201000543,201000557,801000003,R_000014,,,9.0
201000543,710000000,801000004,R_000015,,,
201000543,620000000,801000005,R_000016,,,
201000558,201000559,801000001,R_000017,1,个,
201000558,201000560,801000001,R_000018,100-150,ml,
201000558,201000561,801000001,R_000019,5-10,g,
201000558,201000562,801000001,R_000020,1-2,g,
201000558,201000563,801000003,R_000021,,,1.0
201000558,201000564,801000003,R_000022,,,2.0
201000558,201000565,801000003,R_000023,,,3.0
201000558,201000566,801000003,R_000024,,,4.0
201000558,201000567,801000003,R_000025,,,5.0
201000558,201000568,801000003,R_000026,,,6.0
201000558,710000000,801000004,R_000027,,,
201000558,610000000,801000005,R_000028,,,
201000569,201000570,801000001,R_000029,2,个,
201000569,201000571,801000001,R_000030,300,ml,
201000569,201000572,801000001,R_000031,30,g,
201000569,201000573,801000001,R_000032,120,g,
201000569,201000574,801000001,R_000033,100,ml,
201000569,201000575,801000001,R_000034,5,g,
201000569,201000576,801000003,R_000035,,,1.0
201000569,201000577,801000003,R_000036,,,2.0
201000569,201000578,801000003,R_000037,,,3.0
201000569,201000579,801000003,R_000038,,,4.0
201000569,201000580,801000003,R_000039,,,5.0
201000569,201000581,801000003,R_000040,,,6.0
201000569,710000000,801000004,R_000041,,,
201000569,630000000,801000005,R_000042,,,
201000582,201000583,801000001,R_000043,20,g,
201000582,201000584,801000001,R_000044,120,g,
201000582,201000585,801000001,R_000045,2-3,个,
201000582,201000586,801000001,R_000046,2,个,
