relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000001,201003553,201003554,801000001,750,g,
R_000002,201003553,201003555,801000001,300,g,
R_000003,201003553,201003556,801000001,30,g,
R_000004,201003553,201003557,801000001,25,g,
R_000005,201003553,201003558,801000001,25,g,
R_000006,201003553,201003559,801000001,10,g,
R_000007,201003553,201003560,801000001,5,g,
R_000008,201003553,201003561,801000001,5,g,
R_000009,201003553,201003562,801000001,5,g,
R_000010,201003553,201003563,801000001,5,g,
R_000011,201003553,201003564,801000001,10,g,
R_000012,201003553,201003565,801000001,5,g,
R_000013,201003553,201003566,801000001,5,g,
R_000014,201003553,201003567,801000001,5,g,
R_000015,201003553,201003568,801000003,,,1.0
R_000016,201003553,201003569,801000003,,,2.0
R_000017,201003553,201003570,801000003,,,3.0
R_000018,201003553,201003571,801000003,,,4.0
R_000019,201003553,201003572,801000003,,,5.0
R_000020,201003553,201003573,801000003,,,6.0
R_000021,201003553,201003574,801000003,,,7.0
R_000022,201003553,720000000,801000004,,,
R_000023,201003553,630000000,801000005,,,
R_000024,201003575,201003576,801000001,500,g,
R_000025,201003575,201003577,801000001,2,个,
R_000026,201003575,201003578,801000001,2,个,
R_000027,201003575,201003579,801000001,适量,,
R_000028,201003575,201003580,801000001,适量,,
R_000029,201003575,201003581,801000001,适量,,
R_000030,201003575,201003582,801000001,4,片,
R_000031,201003575,201003583,801000001,适量,,
R_000032,201003575,201003584,801000001,适量,,
R_000033,201003575,201003585,801000001,300,g,
R_000034,201003575,201003586,801000001,3,g,
R_000035,201003575,201003587,801000001,180,ml,
R_000036,201003575,201003588,801000003,,,1.0
R_000037,201003575,201003589,801000003,,,2.0
R_000038,201003575,201003590,801000003,,,3.0
R_000039,201003575,201003591,801000003,,,4.0
R_000040,201003575,201003592,801000003,,,5.0
R_000041,201003575,201003593,801000003,,,6.0
R_000042,201003575,201003594,801000003,,,7.0
R_000043,201003575,201003595,801000003,,,8.0
R_000044,201003575,201003596,801000003,,,9.0
R_000045,201003575,720000000,801000004,,,
R_000046,201003575,640000000,801000005,,,
R_000047,201003597,201003598,801000001,150,g,
R_000048,201003597,201003599,801000001,100,g,
R_000049,201003597,201003600,801000001,1,个,
R_000050,201003597,201003601,801000001,500,ml,
R_000051,201003597,201003602,801000001,5,g,
R_000052,201003597,201003603,801000001,100,g,
R_000053,201003597,201003604,801000001,5,ml,
R_000054,201003597,201003605,801000001,5,g,
R_000055,201003597,201003606,801000001,5,g,
R_000056,201003597,201003607,801000001,2,g,
R_000057,201003597,201003608,801000001,20,g,
R_000058,201003597,201003609,801000001,2,ml,
R_000059,201003597,201003610,801000003,,,1.0
R_000060,201003597,201003611,801000003,,,2.0
R_000061,201003597,201003612,801000003,,,3.0
R_000062,201003597,201003613,801000003,,,4.0
R_000063,201003597,201003614,801000003,,,5.0
R_000064,201003597,201003615,801000003,,,6.0
R_000065,201003597,201003616,801000003,,,7.0
R_000066,201003597,201003617,801000003,,,8.0
R_000067,201003597,201003618,801000003,,,9.0
R_000068,201003597,201003619,801000003,,,10.0
R_000069,201003597,720000000,801000004,,,
R_000070,201003597,640000000,801000005,,,
R_000071,201003620,201003621,801000001,25,g,
R_000072,201003620,201003622,801000001,500,g,
R_000073,201003620,201003623,801000001,4,个,
R_000074,201003620,201003624,801000001,15,ml,
R_000075,201003620,201003625,801000001,75,ml,
R_000076,201003620,201003626,801000001,35,ml,
R_000077,201003620,201003627,801000001,25,g,
R_000078,201003620,201003628,801000001,2,片,
R_000079,201003620,201003629,801000001,1,颗,
R_000080,201003620,201003630,801000001,20,g,
R_000081,201003620,201003631,801000001,6,g,
R_000082,201003620,201003632,801000001,6,g,
R_000083,201003620,201003633,801000001,根据个人食量决定,,
R_000084,201003620,201003634,801000003,,,1.0
R_000085,201003620,201003635,801000003,,,2.0
R_000086,201003620,201003636,801000003,,,3.0
R_000087,201003620,201003637,801000003,,,4.0
R_000088,201003620,201003638,801000003,,,5.0
R_000089,201003620,201003639,801000003,,,6.0
R_000090,201003620,201003640,801000003,,,7.0
R_000091,201003620,201003641,801000003,,,8.0
R_000092,201003620,201003642,801000003,,,9.0
R_000093,201003620,201003643,801000003,,,10.0
R_000094,201003620,201003644,801000003,,,11.0
R_000095,201003620,720000000,801000004,,,
R_000096,201003620,650000000,801000005,,,
R_000097,201003645,201003646,801000001,1,片,
R_000098,201003645,201003647,801000001,50,ml,
R_000099,201003645,201003648,801000001,100,g,
R_000100,201003645,201003649,801000001,150,g,
R_000101,201003645,201003650,801000001,200,g,
R_000102,201003645,201003651,801000001,300,g,
R_000103,201003645,201003652,801000001,100,g,
R_000104,201003645,201003653,801000003,,,1.0
R_000105,201003645,201003654,801000003,,,2.0
R_000106,201003645,201003655,801000003,,,3.0
R_000107,201003645,201003656,801000003,,,4.0
R_000108,201003645,201003657,801000003,,,5.0
R_000109,201003645,201003658,801000003,,,6.0
R_000110,201003645,201003659,801000003,,,7.0
R_000111,201003645,201003660,801000003,,,8.0
R_000112,201003645,720000000,801000004,,,
R_000113,201003645,640000000,801000005,,,
R_000114,201003661,201003662,801000001,112.5,g,
R_000115,201003661,201003663,801000001,47.5,g,
R_000116,201003661,201003664,801000001,25,g,
R_000117,201003661,201003665,801000001,112.5,g,
R_000118,201003661,201003666,801000001,32.5,g,
R_000119,201003661,201003667,801000001,15,g,
R_000120,201003661,201003668,801000001,10,g,
R_000121,201003661,201003669,801000001,125,ml,
R_000122,201003661,201003670,801000001,0.5,瓣,
R_000123,201003661,201003671,801000003,,,1.0
R_000124,201003661,201003672,801000003,,,2.0
R_000125,201003661,201003673,801000003,,,3.0
R_000126,201003661,201003674,801000003,,,4.0
R_000127,201003661,201003675,801000003,,,5.0
R_000128,201003661,201003676,801000003,,,6.0
R_000129,201003661,201003677,801000003,,,7.0
R_000130,201003661,201003678,801000003,,,8.0
R_000131,201003661,201003679,801000003,,,9.0
R_000132,201003661,201003680,801000003,,,10.0
R_000133,201003661,201003681,801000003,,,11.0
R_000134,201003661,201003682,801000003,,,12.0
R_000135,201003661,201003683,801000003,,,13.0
R_000136,201003661,201003684,801000003,,,14.0
R_000137,201003661,201003685,801000003,,,15.0
R_000138,201003661,720000000,801000004,,,
R_000139,201003661,630000000,801000005,,,
R_000140,201003686,201003687,801000001,1000,g,
R_000141,201003686,201003688,801000001,100,g,
R_000142,201003686,201003689,801000001,300,g,
R_000143,201003686,201003690,801000001,50,g,
R_000144,201003686,201003691,801000001,50,g,
R_000145,201003686,201003692,801000001,5,g,
R_000146,201003686,201003693,801000001,50,g,
R_000147,201003686,201003694,801000001,20,g,
R_000148,201003686,201003695,801000001,10,g,
R_000149,201003686,201003696,801000001,10,g,
R_000150,201003686,201003697,801000001,100,g,
R_000151,201003686,201003698,801000003,,,1.0
R_000152,201003686,201003699,801000003,,,2.0
R_000153,201003686,201003700,801000003,,,3.0
R_000154,201003686,201003701,801000003,,,4.0
R_000155,201003686,201003702,801000003,,,5.0
R_000156,201003686,201003703,801000003,,,6.0
R_000157,201003686,201003704,801000003,,,7.0
R_000158,201003686,720000000,801000004,,,
R_000159,201003686,640000000,801000005,,,
R_000160,201003705,201003706,801000001,200,g,
R_000161,201003705,201003707,801000001,30,g,
R_000162,201003705,201003708,801000001,2,g,
R_000163,201003705,201003709,801000001,300,ml,
R_000164,201003705,201003710,801000001,5,g,
R_000165,201003705,201003711,801000001,30,ml,
R_000166,201003705,201003712,801000001,20,ml,
R_000167,201003705,201003713,801000001,1,个,
R_000168,201003705,201003714,801000001,10,g,
R_000169,201003705,201003715,801000001,2,g,
R_000170,201003705,201003716,801000001,2,g,
R_000171,201003705,201003717,801000003,,,1.0
R_000172,201003705,201003718,801000003,,,2.0
R_000173,201003705,201003719,801000003,,,3.0
R_000174,201003705,201003720,801000003,,,4.0
R_000175,201003705,201003721,801000003,,,5.0
R_000176,201003705,201003722,801000003,,,6.0
R_000177,201003705,201003723,801000003,,,7.0
R_000178,201003705,201003724,801000003,,,8.0
R_000179,201003705,201003725,801000003,,,9.0
R_000180,201003705,720000000,801000004,,,
R_000181,201003705,640000000,801000005,,,
R_000182,201003726,650000000,801000005,,,
R_000183,201003727,201003728,801000001,200,g,
R_000184,201003727,201003729,801000001,10,g,
R_000185,201003727,201003730,801000001,500,ml,
R_000186,201003727,201003731,801000001,5,ml,
R_000187,201003727,201003732,801000001,5,g,
R_000188,201003727,201003733,801000001,5,g,
R_000189,201003727,201003734,801000001,5,ml,
R_000190,201003727,201003735,801000001,2,粒,
R_000191,201003727,201003736,801000001,1,根,
R_000192,201003727,201003737,801000001,30,g,
R_000193,201003727,201003738,801000001,1,个,
R_000194,201003727,201003739,801000003,,,1.0
R_000195,201003727,201003740,801000003,,,2.0
R_000196,201003727,201003741,801000003,,,3.0
R_000197,201003727,201003742,801000003,,,4.0
R_000198,201003727,201003743,801000003,,,5.0
R_000199,201003727,201003744,801000003,,,6.0
R_000200,201003727,201003745,801000003,,,7.0
R_000201,201003727,720000000,801000004,,,
R_000202,201003727,640000000,801000005,,,
