relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000001,201004865,201004866,801000001,2,朵,
R_000002,201004865,201004867,801000001,0.5,根,
R_000003,201004865,201004868,801000001,3,g,
R_000004,201004865,201004869,801000001,10,ml,
R_000005,201004865,201004870,801000001,3,g,
R_000006,201004865,201004871,801000001,350,ml,
R_000007,201004865,201004872,801000001,10,g,
R_000008,201004865,201004873,801000003,,,1.0
R_000009,201004865,201004874,801000003,,,2.0
R_000010,201004865,201004875,801000003,,,3.0
R_000011,201004865,201004876,801000003,,,4.0
R_000012,201004865,201004877,801000003,,,5.0
R_000013,201004865,201004878,801000003,,,6.0
R_000014,201004865,760000000,801000004,,,
R_000015,201004865,630000000,801000005,,,
R_000016,201004879,201004880,801000001,2,斤,
R_000017,201004879,201004881,801000001,100,g,
R_000018,201004879,201004882,801000001,200,g,
R_000019,201004879,201004883,801000001,80,g,
R_000020,201004879,201004884,801000001,4,个,
R_000021,201004879,201004885,801000001,2,个,
R_000022,201004879,201004886,801000001,50,g,
R_000023,201004879,201004887,801000001,50,ml,
R_000024,201004879,201004888,801000001,50,ml,
R_000025,201004879,201004889,801000001,50,ml,
R_000026,201004879,201004890,801000001,20,ml,
R_000027,201004879,201004891,801000001,5,ml,
R_000028,201004879,201004892,801000001,5,g,
R_000029,201004879,201004893,801000001,适量,,
R_000030,201004879,201004894,801000003,,,1.0
R_000031,201004879,201004895,801000003,,,2.0
R_000032,201004879,201004896,801000003,,,3.0
R_000033,201004879,201004897,801000003,,,4.0
R_000034,201004879,201004898,801000003,,,5.0
R_000035,201004879,201004899,801000003,,,6.0
R_000036,201004879,201004900,801000003,,,7.0
R_000037,201004879,201004901,801000003,,,8.0
R_000038,201004879,201004902,801000003,,,9.0
R_000039,201004879,201004903,801000003,,,10.0
R_000040,201004879,201004904,801000003,,,11.0
R_000041,201004879,201004905,801000003,,,12.0
R_000042,201004879,201004906,801000003,,,13.0
R_000043,201004879,201004907,801000003,,,14.0
R_000044,201004879,201004908,801000003,,,15.0
R_000045,201004879,201004909,801000003,,,16.0
R_000046,201004879,201004910,801000003,,,17.0
R_000047,201004879,201004911,801000003,,,18.0
R_000048,201004879,730000000,801000004,,,
R_000049,201004879,640000000,801000005,,,
R_000050,201004912,201004913,801000001,1,个,
R_000051,201004912,201004914,801000001,200,g,
R_000052,201004912,201004915,801000001,80,g,
R_000053,201004912,201004916,801000001,3-4,个,
R_000054,201004912,201004917,801000001,1/4,个,
R_000055,201004912,201004918,801000001,4,棵,
R_000056,201004912,201004919,801000001,2,个,
R_000057,201004912,201004920,801000001,5,个,
R_000058,201004912,201004921,801000001,7,g,
R_000059,201004912,201004922,801000001,15,g,
R_000060,201004912,201004923,801000001,15,g,
R_000061,201004912,201004924,801000001,3,g,
R_000062,201004912,201004925,801000001,3,g,
R_000063,201004912,201004926,801000001,3,g,
R_000064,201004912,201004927,801000001,2,g,
R_000065,201004912,201004928,801000001,30,ml,
R_000066,201004912,201004929,801000003,,,1.0
R_000067,201004912,201004930,801000003,,,2.0
R_000068,201004912,201004931,801000003,,,3.0
R_000069,201004912,201004932,801000003,,,4.0
R_000070,201004912,201004933,801000003,,,5.0
R_000071,201004912,201004934,801000003,,,6.0
R_000072,201004912,201004935,801000003,,,7.0
R_000073,201004912,201004936,801000003,,,8.0
R_000074,201004912,201004937,801000003,,,9.0
R_000075,201004912,201004938,801000003,,,10.0
R_000076,201004912,201004939,801000003,,,11.0
R_000077,201004912,201004940,801000003,,,12.0
R_000078,201004912,730000000,801000004,,,
R_000079,201004912,640000000,801000005,,,
R_000080,201004941,201004942,801000001,500,g,
R_000081,201004941,201004943,801000001,200,g,
R_000082,201004941,201004944,801000001,450,g,
R_000083,201004941,201004945,801000001,200,g,
R_000084,201004941,201004946,801000001,100,g,
R_000085,201004941,201004947,801000001,20,g,
R_000086,201004941,201004948,801000001,15,g,
R_000087,201004941,201004949,801000001,5,g,
R_000088,201004941,201004950,801000001,30,g,
R_000089,201004941,201004951,801000001,30,g,
R_000090,201004941,201004952,801000001,20,g,
R_000091,201004941,201004953,801000001,30-50,ml,
R_000092,201004941,201004954,801000001,15,g,
R_000093,201004941,201004955,801000001,15,g,
R_000094,201004941,201004956,801000001,10,g,
R_000095,201004941,201004957,801000001,10,g,
R_000096,201004941,201004958,801000001,40,g,
R_000097,201004941,201004959,801000001,10,g,
R_000098,201004941,201004960,801000001,3,g,
R_000099,201004941,201004961,801000001,2,g,
R_000100,201004941,201004962,801000001,15,ml,
R_000101,201004941,201004963,801000001,20,ml,
R_000102,201004941,201004964,801000001,5,ml,
R_000103,201004941,201004965,801000001,200,ml,
R_000104,201004941,201004966,801000001,800,ml,
R_000105,201004941,201004967,801000003,,,1.0
R_000106,201004941,201004968,801000003,,,2.0
R_000107,201004941,201004969,801000003,,,3.0
R_000108,201004941,201004970,801000003,,,4.0
R_000109,201004941,201004971,801000003,,,5.0
R_000110,201004941,730000000,801000004,,,
R_000111,201004941,640000000,801000005,,,
R_000112,201004972,201004973,801000001,6,个,
R_000113,201004972,201004974,801000001,3,颗,
R_000114,201004972,201004975,801000001,6,瓣,
R_000115,201004972,201004976,801000001,1,小块,
R_000116,201004972,201004977,801000001,6,ml,
R_000117,201004972,201004978,801000001,1,升,
R_000118,201004972,201004979,801000003,,,1.0
R_000119,201004972,201004980,801000003,,,2.0
R_000120,201004972,201004981,801000003,,,3.0
R_000121,201004972,201004982,801000003,,,4.0
R_000122,201004972,201004983,801000003,,,5.0
R_000123,201004972,201004984,801000003,,,6.0
R_000124,201004972,730000000,801000004,,,
R_000125,201004972,630000000,801000005,,,
R_000126,201004985,201004986,801000001,300,g,
R_000127,201004985,201004987,801000001,15,g,
R_000128,201004985,201004988,801000001,100,ml,
R_000129,201004985,201004989,801000001,1,个,
R_000130,201004985,201004990,801000001,200,g,
R_000131,201004985,201004991,801000001,5,瓣,
R_000132,201004985,201004992,801000001,适量（约5g用于蟹盖）,,
R_000133,201004985,201004993,801000001,30,ml,
R_000134,201004985,201004994,801000001,300,ml,
R_000135,201004985,201004995,801000003,,,1.0
R_000136,201004985,201004996,801000003,,,2.0
R_000137,201004985,201004997,801000003,,,3.0
R_000138,201004985,201004998,801000003,,,4.0
R_000139,201004985,201004999,801000003,,,5.0
R_000140,201004985,201005000,801000003,,,6.0
R_000141,201004985,201005001,801000003,,,7.0
R_000142,201004985,201005002,801000003,,,8.0
R_000143,201004985,201005003,801000003,,,9.0
R_000144,201004985,201005004,801000003,,,10.0
R_000145,201004985,201005005,801000003,,,11.0
R_000146,201004985,201005006,801000003,,,12.0
R_000147,201004985,730000000,801000004,,,
R_000148,201004985,640000000,801000005,,,
R_000149,201005007,201005008,801000001,1,条,
R_000150,201005007,201005009,801000001,2.5,片,
R_000151,201005007,201005010,801000001,3.5,个,
R_000152,201005007,201005011,801000001,2.5,个,
R_000153,201005007,201005012,801000001,10,g,
R_000154,201005007,201005013,801000001,5,ml,
R_000155,201005007,201005014,801000001,5,ml,
R_000156,201005007,201005015,801000001,10,g,
R_000157,201005007,201005016,801000001,适量,,
R_000158,201005007,201005017,801000001,40,ml,
R_000159,201005007,201005018,801000001,1.5,根,
R_000160,201005007,201005019,801000001,按个人口味,,
R_000161,201005007,201005020,801000001,1.5,个,
R_000162,201005007,201005021,801000001,5,g,
R_000163,201005007,201005022,801000001,5,g,
R_000164,201005007,201005023,801000003,,,1.0
R_000165,201005007,201005024,801000003,,,2.0
R_000166,201005007,201005025,801000003,,,3.0
R_000167,201005007,201005026,801000003,,,4.0
R_000168,201005007,201005027,801000003,,,5.0
R_000169,201005007,201005028,801000003,,,6.0
R_000170,201005007,201005029,801000003,,,7.0
R_000171,201005007,201005030,801000003,,,8.0
R_000172,201005007,201005031,801000003,,,9.0
R_000173,201005007,201005032,801000003,,,10.0
R_000174,201005007,201005033,801000003,,,11.0
R_000175,201005007,201005034,801000003,,,12.0
R_000176,201005007,201005035,801000003,,,13.0
R_000177,201005007,730000000,801000004,,,
R_000178,201005007,640000000,801000005,,,
R_000179,201005036,201005037,801000001,500,g,
R_000180,201005036,201005038,801000001,300-500,g,
R_000181,201005036,201005039,801000001,40,g,
R_000182,201005036,201005040,801000001,10,g,
R_000183,201005036,201005041,801000001,10,ml,
R_000184,201005036,201005042,801000001,25,ml,
R_000185,201005036,201005043,801000001,3,g,
R_000186,201005036,201005044,801000001,2,瓣,
R_000187,201005036,201005045,801000001,5,g,
R_000188,201005036,201005046,801000001,2,g,
R_000189,201005036,201005047,801000003,,,1.0
R_000190,201005036,201005048,801000003,,,2.0
R_000191,201005036,201005049,801000003,,,3.0
R_000192,201005036,201005050,801000003,,,4.0
R_000193,201005036,201005051,801000003,,,5.0
R_000194,201005036,201005052,801000003,,,6.0
R_000195,201005036,201005053,801000003,,,7.0
R_000196,201005036,201005054,801000003,,,8.0
R_000197,201005036,730000000,801000004,,,
R_000198,201005036,640000000,801000005,,,
R_000199,201005055,201005056,801000001,400,g,
R_000200,201005055,201005057,801000001,40,g,
R_000201,201005055,201005058,801000001,20,g,
R_000202,201005055,201005059,801000001,13,g,
R_000203,201005055,201005060,801000001,3,g,
R_000204,201005055,201005061,801000001,2,g,
R_000205,201005055,201005062,801000001,2,g,
R_000206,201005055,201005063,801000001,2,g,
R_000207,201005055,201005064,801000001,6-15,g,
R_000208,201005055,201005065,801000001,3.5-8,g,
R_000209,201005055,201005066,801000001,10,g,
R_000210,201005055,201005067,801000001,50,g,
R_000211,201005055,201005068,801000001,40,g,
R_000212,201005055,201005069,801000001,15,g,
R_000213,201005055,201005070,801000001,20,g,
R_000214,201005055,201005071,801000003,,,1.0
R_000215,201005055,201005072,801000003,,,2.0
R_000216,201005055,201005073,801000003,,,3.0
R_000217,201005055,201005074,801000003,,,4.0
R_000218,201005055,201005075,801000003,,,5.0
R_000219,201005055,201005076,801000003,,,6.0
R_000220,201005055,201005077,801000003,,,7.0
R_000221,201005055,201005078,801000003,,,8.0
R_000222,201005055,201005079,801000003,,,9.0
R_000223,201005055,201005080,801000003,,,10.0
R_000224,201005055,201005081,801000003,,,11.0
R_000225,201005055,201005082,801000003,,,12.0
R_000226,201005055,201005083,801000003,,,13.0
R_000227,201005055,730000000,801000004,,,
R_000228,201005055,630000000,801000005,,,
R_000229,201005084,201005085,801000001,500,g,
R_000230,201005084,201005086,801000001,30-50,g,
R_000231,201005084,201005087,801000001,0-15,g,
R_000232,201005084,201005088,801000001,15,ml,
R_000233,201005084,201005089,801000001,20,ml,
R_000234,201005084,201005090,801000001,15,ml,
R_000235,201005084,201005091,801000001,5,ml,
R_000236,201005084,201005092,801000001,10,g,
R_000237,201005084,201005093,801000001,10,g,
R_000238,201005084,201005094,801000001,1,个,
R_000239,201005084,201005095,801000001,50,g,
R_000240,201005084,201005096,801000001,500,mL,
R_000241,201005084,201005097,801000003,,,1.0
R_000242,201005084,201005098,801000003,,,2.0
R_000243,201005084,201005099,801000003,,,3.0
R_000244,201005084,201005100,801000003,,,4.0
R_000245,201005084,201005101,801000003,,,5.0
R_000246,201005084,730000000,801000004,,,
R_000247,201005084,630000000,801000005,,,
