relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000001,201001734,201001735,801000001,330,克,
R_000002,201001734,201001736,801000001,3,克,
R_000003,201001734,201001737,801000001,3,克,
R_000004,201001734,201001738,801000001,4,克,
R_000005,201001734,201001739,801000001,40,克,
R_000006,201001734,201001740,801000001,180,克,
R_000007,201001734,201001741,801000001,2,克,
R_000008,201001734,201001742,801000001,适量,,
R_000009,201001734,201001743,801000003,,,1.0
R_000010,201001734,201001744,801000003,,,2.0
R_000011,201001734,201001745,801000003,,,3.0
R_000012,201001734,201001746,801000003,,,4.0
R_000013,201001734,750000000,801000004,,,
R_000014,201001734,630000000,801000005,,,
R_000015,201001747,201001748,801000001,400,g,
R_000016,201001747,201001749,801000001,1,颗,
R_000017,201001747,201001750,801000001,60,g,
R_000018,201001747,201001751,801000001,80,g,
R_000019,201001747,201001752,801000001,50,g,
R_000020,201001747,201001753,801000001,0.25,根,
R_000021,201001747,201001754,801000001,50,g,
R_000022,201001747,201001755,801000001,25,ml,
R_000023,201001747,201001756,801000001,20,ml,
R_000024,201001747,201001757,801000001,10,g,
R_000025,201001747,201001758,801000001,20,ml,
R_000026,201001747,201001759,801000001,15,ml,
R_000027,201001747,201001760,801000003,,,1.0
R_000028,201001747,201001761,801000003,,,2.0
R_000029,201001747,201001762,801000003,,,3.0
R_000030,201001747,201001763,801000003,,,4.0
R_000031,201001747,201001764,801000003,,,5.0
R_000032,201001747,201001765,801000003,,,6.0
R_000033,201001747,201001766,801000003,,,7.0
R_000034,201001747,750000000,801000004,,,
R_000035,201001747,630000000,801000005,,,
R_000036,201001767,201001768,801000001,200,ml,
R_000037,201001767,201001769,801000001,1,根,
R_000038,201001767,201001770,801000001,1,个,
R_000039,201001767,201001771,801000001,1,个,
R_000040,201001767,201001772,801000001,1,颗,
R_000041,201001767,201001773,801000001,5,g,
R_000042,201001767,201001774,801000001,20,ml,
R_000043,201001767,201001775,801000001,10,ml,
R_000044,201001767,201001776,801000003,,,1.0
R_000045,201001767,201001777,801000003,,,2.0
R_000046,201001767,201001778,801000003,,,3.0
R_000047,201001767,201001779,801000003,,,4.0
R_000048,201001767,201001780,801000003,,,5.0
R_000049,201001767,201001781,801000003,,,6.0
R_000050,201001767,201001782,801000003,,,7.0
R_000051,201001767,201001783,801000003,,,8.0
R_000052,201001767,201001784,801000003,,,9.0
R_000053,201001767,750000000,801000004,,,
R_000054,201001767,620000000,801000005,,,
R_000055,201001785,201001786,801000001,1,汤匙,
R_000056,201001785,201001787,801000001,300,克,
R_000057,201001785,201001788,801000001,50,克,
R_000058,201001785,201001789,801000001,适量,,
R_000059,201001785,201001790,801000001,适量,,
R_000060,201001785,201001791,801000001,适量,,
R_000061,201001785,201001792,801000001,根据电饭煲刻度,,
R_000062,201001785,201001793,801000003,,,1.0
R_000063,201001785,201001794,801000003,,,2.0
R_000064,201001785,201001795,801000003,,,3.0
R_000065,201001785,201001796,801000003,,,4.0
R_000066,201001785,201001797,801000003,,,5.0
R_000067,201001785,201001798,801000003,,,6.0
R_000068,201001785,201001799,801000003,,,7.0
R_000069,201001785,750000000,801000004,,,
R_000070,201001785,620000000,801000005,,,
R_000071,201001800,201001801,801000001,100,g,
R_000072,201001800,201001802,801000001,0.5,根,
R_000073,201001800,201001803,801000001,0.5,根,
R_000074,201001800,201001804,801000001,20,ml,
R_000075,201001800,201001805,801000003,,,1.0
R_000076,201001800,201001806,801000003,,,2.0
R_000077,201001800,201001807,801000003,,,3.0
R_000078,201001800,750000000,801000004,,,
R_000079,201001800,620000000,801000005,,,
R_000080,201001808,201001809,801000001,300,g,
R_000081,201001808,201001810,801000001,100,g,
R_000082,201001808,201001811,801000001,150,g,
R_000083,201001808,201001812,801000001,2,g,
R_000084,201001808,201001813,801000001,14,ml,
R_000085,201001808,201001814,801000001,2,g,
R_000086,201001808,201001815,801000001,5,g,
R_000087,201001808,201001816,801000001,1,g,
R_000088,201001808,201001817,801000001,10,ml,
R_000089,201001808,201001818,801000001,5,ml,
R_000090,201001808,201001819,801000001,1,g,
R_000091,201001808,201001820,801000001,150,ml,
R_000092,201001808,201001821,801000001,10,g,
R_000093,201001808,201001822,801000001,5,g,
R_000094,201001808,201001823,801000001,10,g,
R_000095,201001808,201001824,801000003,,,1.0
R_000096,201001808,201001825,801000003,,,2.0
R_000097,201001808,201001826,801000003,,,3.0
R_000098,201001808,201001827,801000003,,,4.0
R_000099,201001808,201001828,801000003,,,5.0
R_000100,201001808,201001829,801000003,,,6.0
R_000101,201001808,201001830,801000003,,,7.0
R_000102,201001808,201001831,801000003,,,8.0
R_000103,201001808,201001832,801000003,,,9.0
R_000104,201001808,201001833,801000003,,,10.0
R_000105,201001808,201001834,801000003,,,11.0
R_000106,201001808,201001835,801000003,,,12.0
R_000107,201001808,201001836,801000003,,,13.0
R_000108,201001808,201001837,801000003,,,14.0
R_000109,201001808,201001838,801000003,,,15.0
R_000110,201001808,201001839,801000003,,,16.0
R_000111,201001808,201001840,801000003,,,17.0
R_000112,201001808,201001841,801000003,,,18.0
R_000113,201001808,201001842,801000003,,,19.0
R_000114,201001808,750000000,801000004,,,
R_000115,201001808,630000000,801000005,,,
R_000116,201001843,201001844,801000001,250,g,
R_000117,201001843,201001845,801000001,50,g,
R_000118,201001843,201001846,801000001,1,个,
R_000119,201001843,201001847,801000001,100,g,
R_000120,201001843,201001848,801000001,1,根,
R_000121,201001843,201001849,801000001,10-15,ml,
R_000122,201001843,201001850,801000001,1-2,g,
R_000123,201001843,201001851,801000003,,,1.0
R_000124,201001843,201001852,801000003,,,2.0
R_000125,201001843,201001853,801000003,,,3.0
R_000126,201001843,201001854,801000003,,,4.0
R_000127,201001843,201001855,801000003,,,5.0
R_000128,201001843,201001856,801000003,,,6.0
R_000129,201001843,750000000,801000004,,,
R_000130,201001843,630000000,801000005,,,
R_000131,201001857,201001858,801000001,500,g,
R_000132,201001857,201001859,801000001,2-3,个,
R_000133,201001857,201001860,801000001,10-15,只,
R_000134,201001857,201001861,801000001,150,g,
R_000135,201001857,201001862,801000001,30,g,
R_000136,201001857,201001863,801000001,30,g,
R_000137,201001857,201001864,801000001,30,g,
R_000138,201001857,201001865,801000001,1,根,
R_000139,201001857,201001866,801000001,30-40,ml,
R_000140,201001857,201001867,801000001,12-15,g,
R_000141,201001857,201001868,801000003,,,1.0
R_000142,201001857,201001869,801000003,,,2.0
R_000143,201001857,201001870,801000003,,,3.0
R_000144,201001857,201001871,801000003,,,4.0
R_000145,201001857,201001872,801000003,,,5.0
R_000146,201001857,201001873,801000003,,,6.0
R_000147,201001857,201001874,801000003,,,7.0
R_000148,201001857,201001875,801000003,,,8.0
R_000149,201001857,201001876,801000003,,,9.0
R_000150,201001857,201001877,801000003,,,10.0
R_000151,201001857,201001878,801000003,,,11.0
R_000152,201001857,201001879,801000003,,,12.0
R_000153,201001857,201001880,801000003,,,13.0
R_000154,201001857,201001881,801000003,,,14.0
R_000155,201001857,201001882,801000003,,,15.0
R_000156,201001857,201001883,801000003,,,16.0
R_000157,201001857,201001884,801000003,,,17.0
R_000158,201001857,750000000,801000004,,,
R_000159,201001857,640000000,801000005,,,
R_000160,201001885,201001886,801000001,50,g,
R_000161,201001885,201001887,801000001,200,g,
R_000162,201001885,201001888,801000001,1,个,
R_000163,201001885,201001889,801000001,5,g,
R_000164,201001885,201001890,801000001,5,g,
R_000165,201001885,201001891,801000001,3,g,
R_000166,201001885,201001892,801000001,2,g,
R_000167,201001885,201001893,801000001,5,g,
R_000168,201001885,201001894,801000001,20,g,
R_000169,201001885,201001895,801000001,5,g,
R_000170,201001885,201001896,801000001,1,根,
R_000171,201001885,201001897,801000001,1,个,
R_000172,201001885,201001898,801000001,500,ml,
R_000173,201001885,201001899,801000003,,,1.0
R_000174,201001885,201001900,801000003,,,2.0
R_000175,201001885,201001901,801000003,,,3.0
R_000176,201001885,201001902,801000003,,,4.0
R_000177,201001885,201001903,801000003,,,5.0
R_000178,201001885,750000000,801000004,,,
R_000179,201001885,620000000,801000005,,,
R_000180,201001904,201001905,801000001,3-4根,根,
R_000181,201001904,201001906,801000001,2,克,
R_000182,201001904,201001907,801000001,1,根,
R_000183,201001904,201001908,801000001,3,瓣,
R_000184,201001904,201001909,801000001,15,克,
R_000185,201001904,201001910,801000001,50,毫升,
R_000186,201001904,201001911,801000001,10,毫升,
R_000187,201001904,201001912,801000001,5,毫升,
R_000188,201001904,201001913,801000001,50,克,
R_000189,201001904,201001914,801000001,50,克,
R_000190,201001904,201001915,801000003,,,1.0
R_000191,201001904,201001916,801000003,,,2.0
R_000192,201001904,201001917,801000003,,,3.0
R_000193,201001904,201001918,801000003,,,4.0
R_000194,201001904,201001919,801000003,,,5.0
R_000195,201001904,201001920,801000003,,,6.0
R_000196,201001904,201001921,801000003,,,7.0
R_000197,201001904,201001922,801000003,,,8.0
R_000198,201001904,201001923,801000003,,,9.0
R_000199,201001904,201001924,801000003,,,10.0
R_000200,201001904,201001925,801000003,,,11.0
R_000201,201001904,750000000,801000004,,,
R_000202,201001904,620000000,801000005,,,
