relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000001,201000155,201000156,801000001,0.7,个,
R_000002,201000155,201000157,801000001,0.5,个,
R_000003,201000155,201000158,801000001,0.3,个,
R_000004,201000155,201000159,801000001,1,个,
R_000005,201000155,201000160,801000001,0.5,颗,
R_000006,201000155,201000161,801000001,3,瓣,
R_000007,201000155,201000162,801000001,1,个,
R_000008,201000155,201000163,801000001,105,克,
R_000009,201000155,201000164,801000001,26.25,克,
R_000010,201000155,201000165,801000001,5,克,
R_000011,201000155,201000166,801000001,3,克,
R_000012,201000155,201000167,801000001,500,毫升,
R_000013,201000155,201000168,801000001,5,克,
R_000014,201000155,201000169,801000003,,,1.0
R_000015,201000155,201000170,801000003,,,2.0
R_000016,201000155,201000171,801000003,,,3.0
R_000017,201000155,201000172,801000003,,,4.0
R_000018,201000155,201000173,801000003,,,5.0
R_000019,201000155,201000174,801000003,,,6.0
R_000020,201000155,201000175,801000003,,,7.0
R_000021,201000155,201000176,801000003,,,8.0
R_000022,201000155,201000177,801000003,,,9.0
R_000023,201000155,201000178,801000003,,,10.0
R_000024,201000155,201000179,801000003,,,11.0
R_000025,201000155,201000180,801000003,,,12.0
R_000026,201000155,710000000,801000004,,,
R_000027,201000155,640000000,801000005,,,
R_000028,201000181,201000182,801000001,100,g,
R_000029,201000181,201000183,801000001,10-15,ml,
R_000030,201000181,201000184,801000001,2,g,
R_000031,201000181,201000185,801000001,70,ml,
R_000032,201000181,201000186,801000001,5,g,
R_000033,201000181,201000187,801000003,,,1.0
R_000034,201000181,201000188,801000003,,,2.0
R_000035,201000181,201000189,801000003,,,3.0
R_000036,201000181,201000190,801000003,,,4.0
R_000037,201000181,201000191,801000003,,,5.0
R_000038,201000181,201000192,801000003,,,6.0
R_000039,201000181,710000000,801000004,,,
R_000040,201000181,620000000,801000005,,,
R_000041,201000193,201000194,801000001,200,g,
R_000042,201000193,201000195,801000001,15,ml,
R_000043,201000193,201000196,801000001,5,ml,
R_000044,201000193,201000197,801000001,10,ml,
R_000045,201000193,201000198,801000001,5,ml,
R_000046,201000193,201000199,801000001,5,g,
R_000047,201000193,201000200,801000001,10,ml,
R_000048,201000193,201000201,801000001,2,头,
R_000049,201000193,201000202,801000003,,,1.0
R_000050,201000193,201000203,801000003,,,2.0
R_000051,201000193,201000204,801000003,,,3.0
R_000052,201000193,201000205,801000003,,,4.0
R_000053,201000193,710000000,801000004,,,
R_000054,201000193,610000000,801000005,,,
R_000055,201000206,201000207,801000001,2,个,
R_000056,201000206,201000208,801000001,4,根,
R_000057,201000206,201000209,801000001,10,cm,
R_000058,201000206,201000210,801000001,4,瓣,
R_000059,201000206,201000211,801000001,4,颗,
R_000060,201000206,201000212,801000001,20,ml,
R_000061,201000206,201000213,801000001,20,ml,
R_000062,201000206,201000214,801000001,20,ml,
R_000063,201000206,201000215,801000001,10,g,
R_000064,201000206,201000216,801000001,7,ml,
R_000065,201000206,201000217,801000003,,,1.0
R_000066,201000206,201000218,801000003,,,2.0
R_000067,201000206,201000219,801000003,,,3.0
R_000068,201000206,201000220,801000003,,,4.0
R_000069,201000206,201000221,801000003,,,5.0
R_000070,201000206,201000222,801000003,,,6.0
R_000071,201000206,201000223,801000003,,,7.0
R_000072,201000206,201000224,801000003,,,8.0
R_000073,201000206,201000225,801000003,,,9.0
R_000074,201000206,201000226,801000003,,,10.0
R_000075,201000206,201000227,801000003,,,11.0
R_000076,201000206,710000000,801000004,,,
R_000077,201000206,620000000,801000005,,,
R_000078,201000228,201000229,801000001,240,g,
R_000079,201000228,201000230,801000001,4,瓣,
R_000080,201000228,201000231,801000001,0.5,个,
R_000081,201000228,201000232,801000001,0.5,个,
R_000082,201000228,201000233,801000001,3,个,
R_000083,201000228,201000234,801000001,1,根,
R_000084,201000228,201000235,801000001,5,ml,
R_000085,201000228,201000236,801000001,10,ml,
R_000086,201000228,201000237,801000001,2,g,
R_000087,201000228,201000238,801000001,10-15,ml,
R_000088,201000228,201000239,801000003,,,1.0
R_000089,201000228,201000240,801000003,,,2.0
R_000090,201000228,201000241,801000003,,,3.0
R_000091,201000228,201000242,801000003,,,4.0
R_000092,201000228,201000243,801000003,,,5.0
R_000093,201000228,201000244,801000003,,,6.0
R_000094,201000228,710000000,801000004,,,
R_000095,201000228,620000000,801000005,,,
R_000096,201000245,201000246,801000001,1,个,
R_000097,201000245,201000247,801000001,20,ml,
R_000098,201000245,201000248,801000001,15,ml,
R_000099,201000245,201000249,801000001,40,ml,
R_000100,201000245,201000250,801000001,10,ml,
R_000101,201000245,201000251,801000001,20,ml,
R_000102,201000245,201000252,801000001,100,ml,
R_000103,201000245,201000253,801000003,,,1.0
R_000104,201000245,201000254,801000003,,,2.0
R_000105,201000245,201000255,801000003,,,3.0
R_000106,201000245,201000256,801000003,,,4.0
R_000107,201000245,201000257,801000003,,,5.0
R_000108,201000245,201000258,801000003,,,6.0
R_000109,201000245,201000259,801000003,,,7.0
R_000110,201000245,201000260,801000003,,,8.0
R_000111,201000245,710000000,801000004,,,
R_000112,201000245,630000000,801000005,,,
R_000113,201000261,201000262,801000001,1.8,个,
R_000114,201000261,201000263,801000001,1,个,
R_000115,201000261,201000264,801000001,半把,,
R_000116,201000261,201000265,801000001,2,颗,
R_000117,201000261,201000266,801000001,50,g,
R_000118,201000261,201000267,801000001,40,ml,
R_000119,201000261,201000268,801000001,5,g,
R_000120,201000261,201000269,801000001,10,ml,
R_000121,201000261,201000270,801000001,适量,,
R_000122,201000261,201000271,801000003,,,1.0
R_000123,201000261,201000272,801000003,,,2.0
R_000124,201000261,201000273,801000003,,,3.0
R_000125,201000261,201000274,801000003,,,4.0
R_000126,201000261,201000275,801000003,,,5.0
R_000127,201000261,201000276,801000003,,,6.0
R_000128,201000261,201000277,801000003,,,7.0
R_000129,201000261,201000278,801000003,,,8.0
R_000130,201000261,201000279,801000003,,,9.0
R_000131,201000261,201000280,801000003,,,10.0
R_000132,201000261,201000281,801000003,,,11.0
R_000133,201000261,201000282,801000003,,,12.0
R_000134,201000261,201000283,801000003,,,13.0
R_000135,201000261,201000284,801000003,,,14.0
R_000136,201000261,710000000,801000004,,,
R_000137,201000261,630000000,801000005,,,
R_000138,201000285,201000286,801000001,200,克,
R_000139,201000285,201000287,801000001,11.5,ml,
R_000140,201000285,201000288,801000001,7.5,ml,
R_000141,201000285,201000289,801000001,3,瓣,
R_000142,201000285,201000290,801000001,0.6,克,
R_000143,201000285,201000291,801000001,7,ml,
R_000144,201000285,201000292,801000001,5,ml,
R_000145,201000285,201000293,801000003,,,1.0
R_000146,201000285,201000294,801000003,,,2.0
R_000147,201000285,201000295,801000003,,,3.0
R_000148,201000285,201000296,801000003,,,4.0
R_000149,201000285,201000297,801000003,,,5.0
R_000150,201000285,710000000,801000004,,,
R_000151,201000285,610000000,801000005,,,
R_000152,201000298,201000299,801000001,150,g,
R_000153,201000298,201000300,801000001,5,g,
R_000154,201000298,201000301,801000001,2,瓣,
R_000155,201000298,201000302,801000001,15,ml,
R_000156,201000298,201000303,801000001,10,ml,
R_000157,201000298,201000304,801000001,3,g,
R_000158,201000298,201000305,801000001,5,ml,
R_000159,201000298,201000306,801000001,5,ml,
R_000160,201000298,201000307,801000003,,,1.0
R_000161,201000298,201000308,801000003,,,2.0
R_000162,201000298,201000309,801000003,,,3.0
R_000163,201000298,201000310,801000003,,,4.0
R_000164,201000298,201000311,801000003,,,5.0
R_000165,201000298,201000312,801000003,,,6.0
R_000166,201000298,201000313,801000003,,,7.0
R_000167,201000298,201000314,801000003,,,8.0
R_000168,201000298,201000315,801000003,,,9.0
R_000169,201000298,201000316,801000003,,,10.0
R_000170,201000298,201000317,801000003,,,11.0
R_000171,201000298,201000318,801000003,,,12.0
R_000172,201000298,201000319,801000003,,,13.0
R_000173,201000298,710000000,801000004,,,
