relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000001,201002025,201002026,801000001,160,g,
R_000002,201002025,201002027,801000001,5,g,
R_000003,201002025,201002028,801000001,20,g,
R_000004,201002025,201002029,801000001,10,g,
R_000005,201002025,201002030,801000001,20,g,
R_000006,201002025,201002031,801000001,适量,,
R_000007,201002025,201002032,801000003,,,1.0
R_000008,201002025,201002033,801000003,,,2.0
R_000009,201002025,201002034,801000003,,,3.0
R_000010,201002025,201002035,801000003,,,4.0
R_000011,201002025,630000000,801000005,,,
R_000012,201002036,201002037,801000001,250,毫升,
R_000013,201002036,201002038,801000001,6,块,
R_000014,201002036,201002039,801000001,18,克,
R_000015,201002036,201002040,801000003,,,1.0
R_000016,201002036,201002041,801000003,,,2.0
R_000017,201002036,201002042,801000003,,,3.0
R_000018,201002036,201002043,801000003,,,4.0
R_000019,201002036,201002044,801000003,,,5.0
R_000020,201002036,201002045,801000003,,,6.0
R_000021,201002036,201002046,801000003,,,7.0
R_000022,201002036,770000000,801000004,,,
R_000023,201002036,630000000,801000005,,,
R_000024,201002047,201002048,801000001,212,g,
R_000025,201002047,201002049,801000001,60,g,
R_000026,201002047,201002050,801000001,2,个,
R_000027,201002047,201002051,801000001,1,个,
R_000028,201002047,201002052,801000001,120,g,
R_000029,201002047,201002053,801000001,10,g,
R_000030,201002047,201002054,801000001,38,g,
R_000031,201002047,201002055,801000003,,,1.0
R_000032,201002047,201002056,801000003,,,2.0
R_000033,201002047,201002057,801000003,,,3.0
R_000034,201002047,201002058,801000003,,,4.0
R_000035,201002047,201002059,801000003,,,5.0
R_000036,201002047,201002060,801000003,,,6.0
R_000037,201002047,201002061,801000003,,,7.0
R_000038,201002047,770000000,801000004,,,
R_000039,201002047,620000000,801000005,,,
R_000040,201002062,201002063,801000001,25,克,
R_000041,201002062,201002064,801000001,120,毫升,
R_000042,201002062,201002065,801000001,500,毫升,
R_000043,201002062,201002066,801000001,100,克,
R_000044,201002062,201002067,801000003,,,1.0
R_000045,201002062,201002068,801000003,,,2.0
R_000046,201002062,201002069,801000003,,,3.0
R_000047,201002062,201002070,801000003,,,4.0
R_000048,201002062,201002071,801000003,,,5.0
R_000049,201002062,201002072,801000003,,,6.0
R_000050,201002062,770000000,801000004,,,
R_000051,201002062,620000000,801000005,,,
R_000052,201002073,201002074,801000001,125,ml,
R_000053,201002073,201002075,801000001,250,ml,
R_000054,201002073,201002076,801000001,35,ml,
R_000055,201002073,201002077,801000001,50,ml,
R_000056,201002073,201002078,801000001,10,g,
R_000057,201002073,201002079,801000001,适量,,
R_000058,201002073,201002080,801000001,适量,,
R_000059,201002073,201002081,801000001,适量,,
R_000060,201002073,201002082,801000003,,,1.0
R_000061,201002073,201002083,801000003,,,2.0
R_000062,201002073,201002084,801000003,,,3.0
R_000063,201002073,201002085,801000003,,,4.0
R_000064,201002073,201002086,801000003,,,5.0
R_000065,201002073,201002087,801000003,,,6.0
R_000066,201002073,201002088,801000003,,,7.0
R_000067,201002073,201002089,801000003,,,8.0
R_000068,201002073,770000000,801000004,,,
R_000069,201002073,640000000,801000005,,,
R_000070,201002090,201002091,801000001,250,g,
R_000071,201002090,201002092,801000001,30,g,
R_000072,201002090,201002093,801000001,100,g,
R_000073,201002090,201002094,801000001,2,个,
R_000074,201002090,201002095,801000001,30,g,
R_000075,201002090,201002096,801000003,,,1.0
R_000076,201002090,201002097,801000003,,,2.0
R_000077,201002090,201002098,801000003,,,3.0
R_000078,201002090,201002099,801000003,,,4.0
R_000079,201002090,201002100,801000003,,,5.0
R_000080,201002090,201002101,801000003,,,6.0
R_000081,201002090,201002102,801000003,,,7.0
R_000082,201002090,201002103,801000003,,,8.0
R_000083,201002090,201002104,801000003,,,9.0
R_000084,201002090,201002105,801000003,,,10.0
R_000085,201002090,201002106,801000003,,,11.0
R_000086,201002090,201002107,801000003,,,12.0
R_000087,201002090,201002108,801000003,,,13.0
R_000088,201002090,770000000,801000004,,,
R_000089,201002090,630000000,801000005,,,
R_000090,201002109,201002110,801000001,200,g,
R_000091,201002109,201002111,801000001,30,g,
R_000092,201002109,201002112,801000001,15,g,
R_000093,201002109,201002113,801000001,适量,,
R_000094,201002109,201002114,801000003,,,1.0
R_000095,201002109,201002115,801000003,,,2.0
R_000096,201002109,201002116,801000003,,,3.0
R_000097,201002109,201002117,801000003,,,4.0
R_000098,201002109,201002118,801000003,,,5.0
R_000099,201002109,201002119,801000003,,,6.0
R_000100,201002109,201002120,801000003,,,7.0
R_000101,201002109,770000000,801000004,,,
R_000102,201002109,630000000,801000005,,,
R_000103,201002121,201002122,801000001,450,g,
R_000104,201002121,201002123,801000001,1,包,
R_000105,201002121,201002124,801000001,350,ml,
R_000106,201002121,201002125,801000001,4,个,
R_000107,201002121,201002126,801000001,50,g,
R_000108,201002121,201002127,801000001,10,g,
R_000109,201002121,201002128,801000001,35,ml,
R_000110,201002121,201002129,801000003,,,1.0
R_000111,201002121,201002130,801000003,,,2.0
R_000112,201002121,201002131,801000003,,,3.0
R_000113,201002121,201002132,801000003,,,4.0
R_000114,201002121,201002133,801000003,,,5.0
R_000115,201002121,201002134,801000003,,,6.0
R_000116,201002121,201002135,801000003,,,7.0
R_000117,201002121,201002136,801000003,,,8.0
R_000118,201002121,201002137,801000003,,,9.0
R_000119,201002121,201002138,801000003,,,10.0
R_000120,201002121,770000000,801000004,,,
R_000121,201002121,640000000,801000005,,,
R_000122,201002139,201002140,801000001,200,g,
R_000123,201002139,201002141,801000001,40,g,
R_000124,201002139,201002142,801000001,250,g,
R_000125,201002139,201002143,801000001,6,g,
R_000126,201002139,201002144,801000003,,,1.0
R_000127,201002139,201002145,801000003,,,2.0
R_000128,201002139,201002146,801000003,,,3.0
R_000129,201002139,201002147,801000003,,,4.0
R_000130,201002139,201002148,801000003,,,5.0
R_000131,201002139,201002149,801000003,,,6.0
R_000132,201002139,770000000,801000004,,,
R_000133,201002139,640000000,801000005,,,
R_000134,201002150,201002151,801000001,500,克,
R_000135,201002150,201002152,801000001,45,克,
R_000136,201002150,201002153,801000001,6,克,
R_000137,201002150,201002154,801000001,2,克,
R_000138,201002150,201002155,801000001,6,克,
R_000139,201002150,201002156,801000001,400,克,
R_000140,201002150,201002157,801000003,,,1.0
R_000141,201002150,201002158,801000003,,,2.0
R_000142,201002150,201002159,801000003,,,3.0
R_000143,201002150,201002160,801000003,,,4.0
R_000144,201002150,201002161,801000003,,,5.0
R_000145,201002150,201002162,801000003,,,6.0
R_000146,201002150,201002163,801000003,,,7.0
R_000147,201002150,770000000,801000004,,,
R_000148,201002150,620000000,801000005,,,
