relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000001,201001194,201001195,801000001,240,g,
R_000002,201001194,201001196,801000001,4,个,
R_000003,201001194,201001197,801000001,300,g,
R_000004,201001194,201001198,801000001,10,ml,
R_000005,201001194,201001199,801000001,25,ml,
R_000006,201001194,201001200,801000001,20,ml,
R_000007,201001194,201001201,801000001,10,g,
R_000008,201001194,201001202,801000001,10,g,
R_000009,201001194,201001203,801000001,30,ml,
R_000010,201001194,201001204,801000001,15,g,
R_000011,201001194,201001205,801000003,,,1.0
R_000012,201001194,201001206,801000003,,,2.0
R_000013,201001194,201001207,801000003,,,3.0
R_000014,201001194,201001208,801000003,,,4.0
R_000015,201001194,201001209,801000003,,,5.0
R_000016,201001194,201001210,801000003,,,6.0
R_000017,201001194,201001211,801000003,,,7.0
R_000018,201001194,201001212,801000003,,,8.0
R_000019,201001194,750000000,801000004,,,
R_000020,201001194,630000000,801000005,,,
R_000021,201001213,201001214,801000001,250,g,
R_000022,201001213,201001215,801000001,10,g,
R_000023,201001213,201001216,801000001,20,g,
R_000024,201001213,201001217,801000001,30,g,
R_000025,201001213,201001218,801000001,30,ml,
R_000026,201001213,201001219,801000001,30,ml,
R_000027,201001213,201001220,801000001,50,g,
R_000028,201001213,201001221,801000001,40,ml,
R_000029,201001213,201001222,801000001,0-10,ml,
R_000030,201001213,201001223,801000001,0-10,g,
R_000031,201001213,201001224,801000001,5,ml,
R_000032,201001213,201001225,801000001,3,g,
R_000033,201001213,201001226,801000001,0-3,g,
R_000034,201001213,201001227,801000003,,,1.0
R_000035,201001213,201001228,801000003,,,2.0
R_000036,201001213,201001229,801000003,,,3.0
R_000037,201001213,201001230,801000003,,,4.0
R_000038,201001213,201001231,801000003,,,5.0
R_000039,201001213,201001232,801000003,,,6.0
R_000040,201001213,750000000,801000004,,,
R_000041,201001213,630000000,801000005,,,
R_000042,201001233,201001234,801000001,120,克,
R_000043,201001233,201001235,801000001,15,ml,
R_000044,201001233,201001236,801000001,5,ml,
R_000045,201001233,201001237,801000001,1000,毫升,
R_000046,201001233,201001238,801000003,,,1.0
R_000047,201001233,201001239,801000003,,,2.0
R_000048,201001233,201001240,801000003,,,3.0
R_000049,201001233,201001241,801000003,,,4.0
R_000050,201001233,201001242,801000003,,,5.0
R_000051,201001233,201001243,801000003,,,6.0
R_000052,201001233,201001244,801000003,,,7.0
R_000053,201001233,201001245,801000003,,,8.0
R_000054,201001233,750000000,801000004,,,
R_000055,201001233,610000000,801000005,,,
R_000056,201001246,201001247,801000001,1,块,
R_000057,201001246,201001248,801000001,15,ml,
R_000058,201001246,201001249,801000001,10,克,
R_000059,201001246,201001250,801000001,30,克,
R_000060,201001246,201001251,801000001,10,克,
R_000061,201001246,201001252,801000001,5,克,
R_000062,201001246,201001253,801000001,1,升,
R_000063,201001246,201001254,801000003,,,1.0
R_000064,201001246,201001255,801000003,,,2.0
R_000065,201001246,201001256,801000003,,,3.0
R_000066,201001246,201001257,801000003,,,4.0
R_000067,201001246,201001258,801000003,,,5.0
R_000068,201001246,201001259,801000003,,,6.0
R_000069,201001246,201001260,801000003,,,7.0
R_000070,201001246,750000000,801000004,,,
R_000071,201001246,610000000,801000005,,,
R_000072,201001261,201001262,801000001,80,g,
R_000073,201001261,201001263,801000001,100,g,
R_000074,201001261,201001264,801000001,100,ml,
R_000075,201001261,201001265,801000001,60,ml,
R_000076,201001261,201001266,801000001,20,ml,
R_000077,201001261,201001267,801000001,15,g,
R_000078,201001261,201001268,801000003,,,1.0
R_000079,201001261,201001269,801000003,,,2.0
R_000080,201001261,201001270,801000003,,,3.0
R_000081,201001261,201001271,801000003,,,4.0
R_000082,201001261,201001272,801000003,,,5.0
R_000083,201001261,201001273,801000003,,,6.0
R_000084,201001261,201001274,801000003,,,7.0
R_000085,201001261,201001275,801000003,,,8.0
R_000086,201001261,201001276,801000003,,,9.0
R_000087,201001261,750000000,801000004,,,
R_000088,201001261,620000000,801000005,,,
R_000089,201001277,201001278,801000001,500,g,
R_000090,201001277,201001279,801000001,15,ml,
R_000091,201001277,201001280,801000001,30,ml,
R_000092,201001277,201001281,801000001,15,ml,
R_000093,201001277,201001282,801000001,5,g,
R_000094,201001277,201001283,801000001,5,g,
R_000095,201001277,201001284,801000001,2.5,g,
R_000096,201001277,201001285,801000001,50,g,
R_000097,201001277,201001286,801000001,50,g,
R_000098,201001277,201001287,801000001,12,ml,
R_000099,201001277,201001288,801000001,10,g,
R_000100,201001277,201001289,801000001,10,g,
R_000101,201001277,201001290,801000001,15-25,ml,
R_000102,201001277,201001291,801000001,30,ml,
R_000103,201001277,201001292,801000001,300-400,g,
R_000104,201001277,201001293,801000003,,,1.0
R_000105,201001277,201001294,801000003,,,2.0
R_000106,201001277,201001295,801000003,,,3.0
R_000107,201001277,201001296,801000003,,,4.0
R_000108,201001277,201001297,801000003,,,5.0
R_000109,201001277,201001298,801000003,,,6.0
R_000110,201001277,201001299,801000003,,,7.0
R_000111,201001277,201001300,801000003,,,8.0
R_000112,201001277,201001301,801000003,,,9.0
R_000113,201001277,201001302,801000003,,,10.0
R_000114,201001277,201001303,801000003,,,11.0
R_000115,201001277,201001304,801000003,,,12.0
R_000116,201001277,750000000,801000004,,,
R_000117,201001277,640000000,801000005,,,
R_000118,201001305,201001306,801000001,500,ml,
R_000119,201001305,201001307,801000001,1.5,个,
R_000120,201001305,201001308,801000001,2,个,
R_000121,201001305,201001309,801000001,30,g,
R_000122,201001305,201001310,801000001,30,g,
R_000123,201001305,201001311,801000001,12,ml,
R_000124,201001305,201001312,801000001,4-6,g,
R_000125,201001305,201001313,801000001,8,g,
R_000126,201001305,201001314,801000001,10,ml,
R_000127,201001305,201001315,801000001,1,颗,
R_000128,201001305,201001316,801000001,适量,,
R_000129,201001305,201001317,801000003,,,1.0
R_000130,201001305,201001318,801000003,,,2.0
R_000131,201001305,201001319,801000003,,,3.0
R_000132,201001305,201001320,801000003,,,4.0
R_000133,201001305,201001321,801000003,,,5.0
R_000134,201001305,201001322,801000003,,,6.0
R_000135,201001305,201001323,801000003,,,7.0
R_000136,201001305,201001324,801000003,,,8.0
R_000137,201001305,201001325,801000003,,,9.0
R_000138,201001305,201001326,801000003,,,10.0
R_000139,201001305,201001327,801000003,,,11.0
R_000140,201001305,201001328,801000003,,,12.0
R_000141,201001305,201001329,801000003,,,13.0
R_000142,201001305,750000000,801000004,,,
R_000143,201001305,630000000,801000005,,,
R_000144,201001330,201001331,801000001,1,包,
R_000145,201001330,201001332,801000001,1,份,
R_000146,201001330,201001333,801000001,适量,,
R_000147,201001330,201001334,801000001,适量,,
R_000148,201001330,201001335,801000001,适量,,
R_000149,201001330,201001336,801000001,适量,,
R_000150,201001330,201001337,801000001,适量,,
R_000151,201001330,201001338,801000001,适量,,
R_000152,201001330,201001339,801000001,适量,,
R_000153,201001330,201001340,801000001,适量,,
R_000154,201001330,201001341,801000001,1,L,
R_000155,201001330,201001342,801000003,,,1.0
R_000156,201001330,201001343,801000003,,,2.0
R_000157,201001330,201001344,801000003,,,3.0
R_000158,201001330,201001345,801000003,,,4.0
R_000159,201001330,201001346,801000003,,,5.0
R_000160,201001330,201001347,801000003,,,6.0
R_000161,201001330,201001348,801000003,,,7.0
R_000162,201001330,750000000,801000004,,,
R_000163,201001330,610000000,801000005,,,
R_000164,201001349,201001350,801000001,250,g,
R_000165,201001349,201001351,801000001,2,根,
R_000166,201001349,201001352,801000001,50,ml,
R_000167,201001349,201001353,801000001,15,ml,
R_000168,201001349,201001354,801000001,1-2,g,
R_000169,201001349,201001355,801000001,适量,,
R_000170,201001349,201001356,801000001,适量,,
R_000171,201001349,201001357,801000003,,,1.0
R_000172,201001349,201001358,801000003,,,2.0
R_000173,201001349,201001359,801000003,,,3.0
R_000174,201001349,201001360,801000003,,,4.0
R_000175,201001349,201001361,801000003,,,5.0
R_000176,201001349,201001362,801000003,,,6.0
R_000177,201001349,201001363,801000003,,,7.0
R_000178,201001349,201001364,801000003,,,8.0
R_000179,201001349,201001365,801000003,,,9.0
