relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000001,201001560,201001561,801000001,300,g,
R_000002,201001560,201001562,801000001,350,g,
R_000003,201001560,201001563,801000001,150,g,
R_000004,201001560,201001564,801000001,15,ml,
R_000005,201001560,201001565,801000001,15,ml,
R_000006,201001560,201001566,801000001,10,ml,
R_000007,201001560,201001567,801000001,5,ml,
R_000008,201001560,201001568,801000001,2,g,
R_000009,201001560,201001569,801000001,2,g,
R_000010,201001560,201001570,801000001,1,g,
R_000011,201001560,201001571,801000001,10,g,
R_000012,201001560,201001572,801000001,5,g,
R_000013,201001560,201001573,801000001,10,g,
R_000014,201001560,201001574,801000001,5,ml,
R_000015,201001560,201001575,801000001,5,ml,
R_000016,201001560,201001576,801000003,,,1.0
R_000017,201001560,201001577,801000003,,,2.0
R_000018,201001560,201001578,801000003,,,3.0
R_000019,201001560,201001579,801000003,,,4.0
R_000020,201001560,201001580,801000003,,,5.0
R_000021,201001560,201001581,801000003,,,6.0
R_000022,201001560,201001582,801000003,,,7.0
R_000023,201001560,201001583,801000003,,,8.0
R_000024,201001560,201001584,801000003,,,9.0
R_000025,201001560,201001585,801000003,,,10.0
R_000026,201001560,750000000,801000004,,,
R_000027,201001560,640000000,801000005,,,
R_000028,201001586,201001587,801000001,100,g,
R_000029,201001586,201001588,801000001,125,g,
R_000030,201001586,201001589,801000001,90,ml,
R_000031,201001586,201001590,801000001,30,g,
R_000032,201001586,201001591,801000001,30,g,
R_000033,201001586,201001592,801000001,10,g,
R_000034,201001586,201001593,801000001,20,g,
R_000035,201001586,201001594,801000001,12.5,ml,
R_000036,201001586,201001595,801000003,,,1.0
R_000037,201001586,201001596,801000003,,,2.0
R_000038,201001586,201001597,801000003,,,3.0
R_000039,201001586,201001598,801000003,,,4.0
R_000040,201001586,201001599,801000003,,,5.0
R_000041,201001586,201001600,801000003,,,6.0
R_000042,201001586,750000000,801000004,,,
R_000043,201001586,640000000,801000005,,,
R_000044,201001601,201001602,801000001,100,g,
R_000045,201001601,201001603,801000001,3,瓣,
R_000046,201001601,201001604,801000001,3,颗,
R_000047,201001601,201001605,801000001,10,g,
R_000048,201001601,201001606,801000001,10,ml,
R_000049,201001601,201001607,801000001,10,ml,
R_000050,201001601,201001608,801000001,3,ml,
R_000051,201001601,201001609,801000001,3,g,
R_000052,201001601,201001610,801000001,3,g,
R_000053,201001601,201001611,801000001,5,g,
R_000054,201001601,201001612,801000001,5,g,
R_000055,201001601,201001613,801000003,,,1.0
R_000056,201001601,201001614,801000003,,,2.0
R_000057,201001601,201001615,801000003,,,3.0
R_000058,201001601,201001616,801000003,,,4.0
R_000059,201001601,201001617,801000003,,,5.0
R_000060,201001601,201001618,801000003,,,6.0
R_000061,201001601,201001619,801000003,,,7.0
R_000062,201001601,201001620,801000003,,,8.0
R_000063,201001601,201001621,801000003,,,9.0
R_000064,201001601,201001622,801000003,,,10.0
R_000065,201001601,750000000,801000004,,,
R_000066,201001601,630000000,801000005,,,
R_000067,201001623,201001624,801000001,1,个,
R_000068,201001623,201001625,801000001,250,克,
R_000069,201001623,201001626,801000001,1~2,根,
R_000070,201001623,201001627,801000001,5,克,
R_000071,201001623,201001628,801000001,40,克,
R_000072,201001623,201001629,801000001,30,克,
R_000073,201001623,201001630,801000001,30,克,
R_000074,201001623,201001631,801000001,20,克,
R_000075,201001623,201001632,801000001,5,克,
R_000076,201001623,201001633,801000001,5,克,
R_000077,201001623,201001634,801000001,250,克,
R_000078,201001623,201001635,801000001,15,克,
R_000079,201001623,201001636,801000003,,,1.0
R_000080,201001623,201001637,801000003,,,2.0
R_000081,201001623,201001638,801000003,,,3.0
R_000082,201001623,201001639,801000003,,,4.0
R_000083,201001623,750000000,801000004,,,
R_000084,201001623,640000000,801000005,,,
R_000085,201001640,201001641,801000001,900,g,
R_000086,201001640,201001642,801000001,112.5,ml,
R_000087,201001640,201001643,801000001,62.5,g,
R_000088,201001640,201001644,801000001,32.5,ml,
R_000089,201001640,201001645,801000001,48,g,
R_000090,201001640,201001646,801000001,2,个,
R_000091,201001640,201001647,801000003,,,1.0
R_000092,201001640,201001648,801000003,,,2.0
R_000093,201001640,201001649,801000003,,,3.0
R_000094,201001640,201001650,801000003,,,4.0
