relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000001,201001926,201001927,801000001,0,,
R_000002,201001926,201001928,801000001,20,克,
R_000003,201001926,201001929,801000001,80,克,
R_000004,201001926,201001930,801000003,,,1.0
R_000005,201001926,201001931,801000003,,,2.0
R_000006,201001926,750000000,801000004,,,
R_000007,201001926,620000000,801000005,,,
R_000008,201001932,201001933,801000001,12,个,
R_000009,201001932,201001934,801000001,600,ml,
R_000010,201001932,201001935,801000001,适量,,
R_000011,201001932,201001936,801000001,适量,,
R_000012,201001932,201001937,801000001,适量,,
R_000013,201001932,201001938,801000001,适量,,
R_000014,201001932,201001939,801000001,1,根,
R_000015,201001932,201001940,801000003,,,1.0
R_000016,201001932,201001941,801000003,,,2.0
R_000017,201001932,201001942,801000003,,,3.0
R_000018,201001932,201001943,801000003,,,4.0
R_000019,201001932,620000000,801000005,,,
R_000020,201001944,201001945,801000001,300,g,
R_000021,201001944,201001946,801000001,适量,,
R_000022,201001944,201001947,801000001,30,g,
R_000023,201001944,201001948,801000001,100,g,
R_000024,201001944,201001949,801000001,50,g,
R_000025,201001944,201001950,801000001,10,g,
R_000026,201001944,201001951,801000001,适量,g,
R_000027,201001944,201001952,801000001,适量,g,
R_000028,201001944,201001953,801000001,适量,g,
R_000029,201001944,201001954,801000001,适量,g,
R_000030,201001944,201001955,801000001,适量,g,
R_000031,201001944,201001956,801000001,适量,g,
R_000032,201001944,201001957,801000001,适量,g,
R_000033,201001944,201001958,801000001,25-35,g,
R_000034,201001944,201001959,801000001,适量,g,
R_000035,201001944,201001960,801000003,,,1.0
R_000036,201001944,201001961,801000003,,,2.0
R_000037,201001944,201001962,801000003,,,3.0
R_000038,201001944,201001963,801000003,,,4.0
R_000039,201001944,201001964,801000003,,,5.0
R_000040,201001944,201001965,801000003,,,6.0
R_000041,201001944,201001966,801000003,,,7.0
R_000042,201001944,201001967,801000003,,,8.0
R_000043,201001944,201001968,801000003,,,9.0
R_000044,201001944,201001969,801000003,,,10.0
R_000045,201001944,630000000,801000005,,,
R_000046,201001970,201001971,801000001,520,g,
R_000047,201001970,201001972,801000001,50,ml,
R_000048,201001970,201001973,801000003,,,1.0
R_000049,201001970,201001974,801000003,,,2.0
R_000050,201001970,201001975,801000003,,,3.0
R_000051,201001970,201001976,801000003,,,4.0
R_000052,201001970,201001977,801000003,,,5.0
R_000053,201001970,201001978,801000003,,,6.0
R_000054,201001970,201001979,801000003,,,7.0
R_000055,201001970,201001980,801000003,,,8.0
R_000056,201001970,201001981,801000003,,,9.0
R_000057,201001970,201001982,801000003,,,10.0
R_000058,201001970,610000000,801000005,,,
R_000059,201001983,650000000,801000005,,,
R_000060,201001984,201001985,801000001,10,个,
R_000061,201001984,201001986,801000001,适量,毫升,
R_000062,201001984,201001987,801000001,20,毫升,
R_000063,201001984,201001988,801000001,50,克,
R_000064,201001984,201001989,801000001,3,滴,
R_000065,201001984,201001990,801000001,3,瓣,
R_000066,201001984,201001991,801000003,,,1.0
R_000067,201001984,201001992,801000003,,,2.0
R_000068,201001984,201001993,801000003,,,3.0
R_000069,201001984,201001994,801000003,,,4.0
R_000070,201001984,201001995,801000003,,,5.0
R_000071,201001984,201001996,801000003,,,6.0
R_000072,201001984,610000000,801000005,,,
R_000073,201001997,201001998,801000001,6,个,
R_000074,201001997,201001999,801000001,少许,,
R_000075,201001997,201002000,801000001,适量,,
R_000076,201001997,201002001,801000003,,,1.0
R_000077,201001997,201002002,801000003,,,2.0
R_000078,201001997,201002003,801000003,,,3.0
R_000079,201001997,620000000,801000005,,,
R_000080,201002004,201002005,801000001,1,个,
R_000081,201002004,201002006,801000001,10,ml,
R_000082,201002004,201002007,801000003,,,1.0
R_000083,201002004,201002008,801000003,,,2.0
R_000084,201002004,201002009,801000003,,,3.0
R_000085,201002004,201002010,801000003,,,4.0
R_000086,201002004,630000000,801000005,,,
R_000087,201002011,201002012,801000001,400,g,
R_000088,201002011,201002013,801000003,,,1.0
R_000089,201002011,201002014,801000003,,,2.0
R_000090,201002011,201002015,801000003,,,3.0
R_000091,201002011,201002016,801000003,,,4.0
R_000092,201002011,201002017,801000003,,,5.0
R_000093,201002011,620000000,801000005,,,
R_000094,201002018,201002019,801000001,11,个,
R_000095,201002018,201002020,801000003,,,1.0
R_000096,201002018,201002021,801000003,,,2.0
R_000097,201002018,201002022,801000003,,,3.0
R_000098,201002018,201002023,801000003,,,4.0
R_000099,201002018,201002024,801000003,,,5.0
R_000100,201002018,610000000,801000005,,,
