relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000001,201001395,201001396,801000001,200,g,
R_000002,201001395,201001397,801000001,150,ml,
R_000003,201001395,201001398,801000001,2.5,ml,
R_000004,201001395,201001399,801000001,250,g,
R_000005,201001395,201001400,801000001,20,g,
R_000006,201001395,201001401,801000001,3,g,
R_000007,201001395,201001402,801000001,15,g,
R_000008,201001395,201001403,801000001,3,g,
R_000009,201001395,201001404,801000001,2,ml,
R_000010,201001395,201001405,801000001,2,ml,
R_000011,201001395,201001406,801000001,2,ml,
R_000012,201001395,201001407,801000001,1,个,
R_000013,201001395,201001408,801000001,适量,,
R_000014,201001395,201001409,801000003,,,1.0
R_000015,201001395,201001410,801000003,,,2.0
R_000016,201001395,201001411,801000003,,,3.0
R_000017,201001395,201001412,801000003,,,4.0
R_000018,201001395,201001413,801000003,,,5.0
R_000019,201001395,201001414,801000003,,,6.0
R_000020,201001395,201001415,801000003,,,7.0
R_000021,201001395,201001416,801000003,,,8.0
R_000022,201001395,201001417,801000003,,,9.0
R_000023,201001395,201001418,801000003,,,10.0
R_000024,201001395,750000000,801000004,,,
R_000025,201001395,650000000,801000005,,,
R_000026,201001419,201001420,801000001,2,个,
R_000027,201001419,201001421,801000001,3,g,
R_000028,201001419,201001422,801000001,20,ml,
R_000029,201001419,201001423,801000001,3,g,
R_000030,201001419,201001424,801000001,3,g,
R_000031,201001419,201001425,801000001,3,g,
R_000032,201001419,201001426,801000001,2,棵,
R_000033,201001419,201001427,801000001,2,个,
R_000034,201001419,201001428,801000003,,,1.0
R_000035,201001419,201001429,801000003,,,2.0
R_000036,201001419,201001430,801000003,,,3.0
R_000037,201001419,201001431,801000003,,,4.0
R_000038,201001419,201001432,801000003,,,5.0
R_000039,201001419,201001433,801000003,,,6.0
R_000040,201001419,201001434,801000003,,,7.0
R_000041,201001419,201001435,801000003,,,8.0
R_000042,201001419,201001436,801000003,,,9.0
R_000043,201001419,750000000,801000004,,,
R_000044,201001419,630000000,801000005,,,
R_000045,201001437,720000000,801000004,,,
R_000046,201001437,640000000,801000005,,,
R_000047,201001438,201001439,801000001,250,克,
R_000048,201001438,201001440,801000001,50,克,
R_000049,201001438,201001441,801000001,300,毫升,
R_000050,201001438,201001442,801000001,5,颗,
R_000051,201001438,201001443,801000001,适量,,
R_000052,201001438,201001444,801000003,,,1.0
R_000053,201001438,201001445,801000003,,,2.0
R_000054,201001438,201001446,801000003,,,3.0
R_000055,201001438,201001447,801000003,,,4.0
R_000056,201001438,201001448,801000003,,,5.0
R_000057,201001438,750000000,801000004,,,
