relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000001,201003343,201003344,801000001,500,克,
R_000002,201003343,201003345,801000001,3,片,
R_000003,201003343,201003346,801000001,3,个,
R_000004,201003343,201003347,801000001,6,个,
R_000005,201003343,201003348,801000001,10,克,
R_000006,201003343,201003349,801000001,10,克,
R_000007,201003343,201003350,801000001,2,根,
R_000008,201003343,201003351,801000001,3,克,
R_000009,201003343,201003352,801000001,适量,,
R_000010,201003343,201003353,801000001,适量,,
R_000011,201003343,201003354,801000001,适量,,
R_000012,201003343,201003355,801000001,适量,,
R_000013,201003343,201003356,801000001,适量,,
R_000014,201003343,201003357,801000001,可选,,
R_000015,201003343,201003358,801000001,适量,,
R_000016,201003343,201003359,801000001,适量,,
R_000017,201003343,201003360,801000001,适量,,
R_000018,201003343,201003361,801000003,,,1.0
R_000019,201003343,201003362,801000003,,,2.0
R_000020,201003343,201003363,801000003,,,3.0
R_000021,201003343,201003364,801000003,,,4.0
R_000022,201003343,201003365,801000003,,,5.0
R_000023,201003343,201003366,801000003,,,6.0
R_000024,201003343,201003367,801000003,,,7.0
R_000025,201003343,720000000,801000004,,,
R_000026,201003343,640000000,801000005,,,
R_000027,201003368,201003369,801000001,1000,g,
R_000028,201003368,201003370,801000001,4,个,
R_000029,201003368,201003371,801000001,2,个,
R_000030,201003368,201003372,801000001,1,盒,
R_000031,201003368,201003373,801000001,50,g,
R_000032,201003368,201003374,801000001,5,g,
R_000033,201003368,201003375,801000001,5,g,
R_000034,201003368,201003376,801000001,适量,,
R_000035,201003368,201003377,801000001,250,ml,
R_000036,201003368,201003378,801000003,,,1.0
R_000037,201003368,201003379,801000003,,,2.0
R_000038,201003368,201003380,801000003,,,3.0
R_000039,201003368,201003381,801000003,,,4.0
R_000040,201003368,201003382,801000003,,,5.0
R_000041,201003368,201003383,801000003,,,6.0
R_000042,201003368,201003384,801000003,,,7.0
R_000043,201003368,201003385,801000003,,,8.0
R_000044,201003368,201003386,801000003,,,9.0
R_000045,201003368,201003387,801000003,,,10.0
R_000046,201003368,720000000,801000004,,,
R_000047,201003368,650000000,801000005,,,
R_000048,201003388,201003389,801000001,200,g,
R_000049,201003388,201003390,801000001,300,g,
R_000050,201003388,201003391,801000001,200,g,
R_000051,201003388,201003392,801000001,10,g,
R_000052,201003388,201003393,801000001,5,g,
R_000053,201003388,201003394,801000001,12,g,
R_000054,201003388,201003395,801000001,7,g,
R_000055,201003388,201003396,801000001,6-10,ml,
R_000056,201003388,201003397,801000001,10-15,ml,
R_000057,201003388,201003398,801000001,5,g,
R_000058,201003388,201003399,801000001,15,g,
R_000059,201003388,201003400,801000003,,,1.0
R_000060,201003388,201003401,801000003,,,2.0
R_000061,201003388,201003402,801000003,,,3.0
R_000062,201003388,201003403,801000003,,,4.0
R_000063,201003388,201003404,801000003,,,5.0
R_000064,201003388,720000000,801000004,,,
R_000065,201003388,630000000,801000005,,,
R_000066,201003405,201003406,801000001,3,个,
R_000067,201003405,201003407,801000001,500,克,
R_000068,201003405,201003408,801000001,25,毫升,
R_000069,201003405,201003409,801000001,2,段,
R_000070,201003405,201003410,801000001,2,片,
R_000071,201003405,201003411,801000001,10,克,
R_000072,201003405,201003412,801000001,10,克,
R_000073,201003405,201003413,801000001,适量,,
R_000074,201003405,201003414,801000001,适量,,
R_000075,201003405,201003415,801000001,适量,,
R_000076,201003405,201003416,801000001,7.5,毫升,
R_000077,201003405,201003417,801000001,3,小片,
R_000078,201003405,201003418,801000001,适量,,
R_000079,201003405,201003419,801000003,,,1.0
R_000080,201003405,201003420,801000003,,,2.0
R_000081,201003405,201003421,801000003,,,3.0
R_000082,201003405,201003422,801000003,,,4.0
R_000083,201003405,201003423,801000003,,,5.0
R_000084,201003405,201003424,801000003,,,6.0
R_000085,201003405,201003425,801000003,,,7.0
R_000086,201003405,720000000,801000004,,,
R_000087,201003405,650000000,801000005,,,
R_000088,201003426,201003427,801000001,3,根,
R_000089,201003426,201003428,801000001,200,g,
R_000090,201003426,201003429,801000001,2,g,
R_000091,201003426,201003430,801000001,5,g,
R_000092,201003426,201003431,801000001,30,g,
R_000093,201003426,201003432,801000001,8,g,
R_000094,201003426,201003433,801000001,2,g,
R_000095,201003426,201003434,801000001,25,g,
R_000096,201003426,201003435,801000001,10,g,
R_000097,201003426,201003436,801000001,适量,,
R_000098,201003426,201003437,801000001,适量,,
R_000099,201003426,201003438,801000001,适量,,
R_000100,201003426,201003439,801000001,适量,,
R_000101,201003426,201003440,801000001,适量,,
R_000102,201003426,201003441,801000001,适量,,
R_000103,201003426,201003442,801000001,适量,,
R_000104,201003426,201003443,801000001,适量,,
R_000105,201003426,201003444,801000001,可选替代,,
R_000106,201003426,201003445,801000003,,,1.0
R_000107,201003426,201003446,801000003,,,2.0
R_000108,201003426,201003447,801000003,,,3.0
R_000109,201003426,201003448,801000003,,,4.0
R_000110,201003426,201003449,801000003,,,5.0
R_000111,201003426,201003450,801000003,,,6.0
R_000112,201003426,201003451,801000003,,,7.0
R_000113,201003426,720000000,801000004,,,
R_000114,201003426,640000000,801000005,,,
R_000115,201003452,201003453,801000001,20cm*6cm*5cm,块,
R_000116,201003452,201003454,801000001,1,朵,
R_000117,201003452,201003455,801000001,5,ml,
R_000118,201003452,201003456,801000001,8,g,
R_000119,201003452,201003457,801000001,1,g,
R_000120,201003452,201003458,801000001,1,g,
R_000121,201003452,201003459,801000001,10,g,
R_000122,201003452,201003460,801000001,2,片,
R_000123,201003452,201003461,801000001,2,朵,
R_000124,201003452,201003462,801000001,适量,,
R_000125,201003452,201003463,801000003,,,1.0
R_000126,201003452,201003464,801000003,,,2.0
R_000127,201003452,201003465,801000003,,,3.0
R_000128,201003452,201003466,801000003,,,4.0
R_000129,201003452,201003467,801000003,,,5.0
R_000130,201003452,201003468,801000003,,,6.0
R_000131,201003452,720000000,801000004,,,
R_000132,201003452,630000000,801000005,,,
R_000133,201003469,201003470,801000001,300,g,
R_000134,201003469,201003471,801000001,50,g,
R_000135,201003469,201003472,801000001,30,g,
R_000136,201003469,201003473,801000001,3-4,瓣,
R_000137,201003469,201003474,801000001,10,g,
