relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000001,201000684,201000685,801000001,250,g,
R_000002,201000684,201000686,801000001,0.5,个,
R_000003,201000684,201000687,801000001,45,ml,
R_000004,201000684,201000688,801000001,2,g,
R_000005,201000684,201000689,801000001,3,g,
R_000006,201000684,201000690,801000001,8,ml,
R_000007,201000684,201000691,801000003,,,1.0
R_000008,201000684,201000692,801000003,,,2.0
R_000009,201000684,201000693,801000003,,,3.0
R_000010,201000684,201000694,801000003,,,4.0
R_000011,201000684,201000695,801000003,,,5.0
R_000012,201000684,201000696,801000003,,,6.0
R_000013,201000684,710000000,801000004,,,
R_000014,201000684,620000000,801000005,,,
R_000015,201000697,201000698,801000001,700,g,
R_000016,201000697,201000699,801000001,10,g,
R_000017,201000697,201000700,801000001,1,个,
R_000018,201000697,201000701,801000001,适量,,
R_000019,201000697,201000702,801000001,3,g,
R_000020,201000697,201000703,801000001,10,g,
R_000021,201000697,201000704,801000001,10,g,
R_000022,201000697,201000705,801000001,适量,,
R_000023,201000697,201000706,801000001,适量,,
R_000024,201000697,201000707,801000001,适量,,
R_000025,201000697,201000708,801000001,适量,,
R_000026,201000697,201000709,801000001,适量,,
R_000027,201000697,201000710,801000001,300,g,
R_000028,201000697,201000711,801000003,,,1.0
R_000029,201000697,201000712,801000003,,,2.0
R_000030,201000697,201000713,801000003,,,3.0
R_000031,201000697,201000714,801000003,,,4.0
R_000032,201000697,201000715,801000003,,,5.0
R_000033,201000697,201000716,801000003,,,6.0
R_000034,201000697,201000717,801000003,,,7.0
R_000035,201000697,201000718,801000003,,,8.0
R_000036,201000697,201000719,801000003,,,9.0
R_000037,201000697,201000720,801000003,,,10.0
R_000038,201000697,710000000,801000004,,,
R_000039,201000697,630000000,801000005,,,
R_000040,201000721,201000722,801000001,4,颗,
R_000041,201000721,201000723,801000001,30,ml,
R_000042,201000721,201000724,801000001,10,ml,
R_000043,201000721,201000725,801000003,,,1.0
R_000044,201000721,201000726,801000003,,,2.0
R_000045,201000721,201000727,801000003,,,3.0
R_000046,201000721,201000728,801000003,,,4.0
R_000047,201000721,201000729,801000003,,,5.0
R_000048,201000721,710000000,801000004,,,
R_000049,201000721,610000000,801000005,,,
R_000050,201000730,201000731,801000001,2,朵,
R_000051,201000730,201000732,801000001,30,g,
R_000052,201000730,201000733,801000001,30,g,
R_000053,201000730,201000734,801000001,1,根,
R_000054,201000730,201000735,801000001,0.5,颗,
R_000055,201000730,201000736,801000001,10,ml,
R_000056,201000730,201000737,801000001,5,g,
R_000057,201000730,201000738,801000001,2,ml,
R_000058,201000730,201000739,801000001,10,g,
R_000059,201000730,201000740,801000001,10,ml,
R_000060,201000730,201000741,801000001,3,g,
R_000061,201000730,201000742,801000001,0.5,根,
R_000062,201000730,201000743,801000001,1,粒,
R_000063,201000730,201000744,801000001,5,ml,
R_000064,201000730,201000745,801000001,350,ml,
R_000065,201000730,201000746,801000001,100,g,
R_000066,201000730,201000747,801000003,,,1.0
R_000067,201000730,201000748,801000003,,,2.0
R_000068,201000730,201000749,801000003,,,3.0
R_000069,201000730,201000750,801000003,,,4.0
R_000070,201000730,201000751,801000003,,,5.0
R_000071,201000730,201000752,801000003,,,6.0
R_000072,201000730,201000753,801000003,,,7.0
