relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000001,201004190,201004191,801000001,2,根,
R_000002,201004190,201004192,801000001,20,g,
R_000003,201004190,201004193,801000001,3-5,g,
R_000004,201004190,201004194,801000001,5-10,g,
R_000005,201004190,201004195,801000001,5,g,
R_000006,201004190,201004196,801000001,10,ml,
R_000007,201004190,201004197,801000001,5,ml,
R_000008,201004190,201004198,801000001,10,ml,
R_000009,201004190,201004199,801000001,100,ml,
R_000010,201004190,201004200,801000001,20-30,g,
R_000011,201004190,201004201,801000001,适量,,
R_000012,201004190,201004202,801000001,适量,,
R_000013,201004190,201004203,801000001,适量,,
R_000014,201004190,201004204,801000001,适量,,
R_000015,201004190,201004205,801000003,,,1.0
R_000016,201004190,201004206,801000003,,,2.0
R_000017,201004190,201004207,801000003,,,3.0
R_000018,201004190,201004208,801000003,,,4.0
R_000019,201004190,201004209,801000003,,,5.0
R_000020,201004190,201004210,801000003,,,6.0
R_000021,201004190,201004211,801000003,,,7.0
R_000022,201004190,720000000,801000004,,,
R_000023,201004190,630000000,801000005,,,
R_000024,201004212,201004213,801000001,500,g,
R_000025,201004212,201004214,801000001,20,ml,
R_000026,201004212,201004215,801000001,20,g,
R_000027,201004212,201004216,801000001,20,g,
R_000028,201004212,201004217,801000001,30,g,
R_000029,201004212,201004218,801000001,50,g,
R_000030,201004212,201004219,801000001,20,g,
R_000031,201004212,201004220,801000001,10,g,
R_000032,201004212,201004221,801000001,5,g,
R_000033,201004212,201004222,801000001,5,ml,
R_000034,201004212,201004223,801000001,5,ml,
R_000035,201004212,201004224,801000001,5,g,
R_000036,201004212,201004225,801000001,5,g,
R_000037,201004212,201004226,801000001,5,g,
R_000038,201004212,201004227,801000003,,,1.0
R_000039,201004212,201004228,801000003,,,2.0
R_000040,201004212,201004229,801000003,,,3.0
R_000041,201004212,201004230,801000003,,,4.0
R_000042,201004212,201004231,801000003,,,5.0
R_000043,201004212,201004232,801000003,,,6.0
R_000044,201004212,201004233,801000003,,,7.0
R_000045,201004212,201004234,801000003,,,8.0
R_000046,201004212,201004235,801000003,,,9.0
R_000047,201004212,201004236,801000003,,,10.0
R_000048,201004212,201004237,801000003,,,11.0
R_000049,201004212,201004238,801000003,,,12.0
